time,x,y,lidar_height,lidar_snow_depth,is2_height,h_sigma,is2_slope,beam,residual,snow_depth_residual,land_cover_value,land_cover,lon,lat,geometry
2022-12-18 12:49:57.711174656,466018.5547271649,7196151.468878617,162.7496117288192,0.0657969892892209,162.9019796836524,0.022574228877204477,-0.00010766072127930517,1,0.15236795483320975,0.08657096554398885,42.0,Evergreen Forest,-147.71761305371453,64.88787686822221,POINT (-147.71761305371453 64.88787686822221)
2022-12-18 12:49:57.712575744,466017.3753868721,7196141.525663015,162.72443324165164,0.008640440410853772,162.81871446541123,0.024753688822233277,-0.015337351109017305,1,0.09428122375959447,0.0856407833487407,42.0,Evergreen Forest,-147.71763557509385,64.88778753544021,POINT (-147.71763557509385 64.88778753544021)
2022-12-18 12:49:57.713976320,466016.1916072158,7196131.60108427,162.5851082734795,0.04185139619322063,162.63736742621757,0.02533085331821437,-0.019674226606928698,1,0.05225915273805981,0.010407756544839178,42.0,Evergreen Forest,-147.71765819452872,64.88769836941617,POINT (-147.71765819452872 64.88769836941617)
2022-12-18 12:49:57.718209280,466012.62118704093,7196101.793604274,161.79265401947407,0.0014123838637069151,161.83537718086825,0.02123905227840571,-0.03141249608515287,1,0.04272316139417853,0.04131077753047162,42.0,Evergreen Forest,-147.71772644676912,64.88743056661944,POINT (-147.71772644676912 64.88743056661944)
2022-12-18 12:49:57.719622400,466011.4206215094,7196091.870879945,161.346259925074,0.03897793426604674,161.57203301653036,0.01886688785543576,-0.020316933361192096,1,0.22577309145634672,0.1867951571903,42.0,Evergreen Forest,-147.71774942049313,64.88734141550779,POINT (-147.71774942049313 64.88734141550779)
2022-12-18 12:49:57.723869696,466007.7747876921,7196062.072443079,161.00893263340805,0.04149667563968552,161.28865293844876,0.02141517696234342,-0.01659321856938794,1,0.279720305040712,0.23822362940102648,42.0,Evergreen Forest,-147.71781926547592,64.88707368611924,POINT (-147.71781926547592 64.88707368611924)
2022-12-18 12:49:57.725285120,466006.54555179423,7196052.153162259,161.11773829658725,0.3239108941714155,161.19314567943147,0.01957183670454167,-0.006436588785749336,1,0.07540738284421877,-0.24850351132719672,42.0,Evergreen Forest,-147.71784284479608,64.88698456296726,POINT (-147.71784284479608 64.88698456296726)
2022-12-18 12:49:57.728116736,466004.06213281327,7196032.299756523,160.89457513645368,0.016881225860744573,161.02524919207943,0.017264202032129458,-0.02025634506206295,1,0.13067405562574663,0.11379282976500206,42.0,Evergreen Forest,-147.7178905261747,64.88680618092523,POINT (-147.7178905261747 64.88680618092523)
2022-12-18 12:49:57.730946816,466001.5467367684,7196012.450238137,160.2694708819647,0.023997799047187414,160.44535788600433,0.014735529025707421,-0.01978431165786705,1,0.1758870040396232,0.1518892049924358,42.0,Evergreen Forest,-147.7179388830481,64.88662783048713,POINT (-147.7179388830481 64.88662783048713)
2022-12-18 12:49:57.736580864,465996.4578014907,7195972.83200796,160.4428372204577,0.04485949051981046,160.483279379361,0.018985444536674043,-0.0013917604450689027,1,0.04044215890328928,-0.004417331616521178,90.0,Woody Wetlands,-147.71803684191823,64.88627184864824,POINT (-147.71803684191823 64.88627184864824)
2022-12-18 12:49:57.737998592,465995.1440255071,7195962.831289627,160.18163105869323,0.03860081513431042,160.25577579620835,0.01854772182910793,-0.027594732223729733,1,0.07414473751512674,0.035543922380816315,90.0,Woody Wetlands,-147.71806218533305,64.88618198616993,POINT (-147.71806218533305 64.88618198616993)
2022-12-18 12:49:57.740807424,465992.5502980836,7195942.991081918,159.48225441918058,0.023366205252589003,159.70682776730783,0.0176518259830822,-0.007676422916067747,1,0.22457334812725094,0.20120714287466193,90.0,Woody Wetlands,-147.7181121961132,64.8860037112248,POINT (-147.7181121961132 64.8860037112248)
2022-12-18 12:49:57.747826176,465986.2350770006,7195893.379368753,159.27629786411603,0.02549334414978048,159.30849174297973,0.02583879633982761,-0.032674878842451696,1,0.03219387886369418,0.0067005347139137,90.0,Woody Wetlands,-147.71823364719253,64.88555794056035,POINT (-147.71823364719253 64.88555794056035)
2022-12-18 12:49:57.749232384,465985.009958797,7195883.441904769,158.9121386955253,0.010513459976092644,159.2132535903114,0.028465252767443498,0.006927341358625631,1,0.3011148947861102,0.29060143481001754,90.0,Woody Wetlands,-147.71825713254057,64.88546865460332,POINT (-147.71825713254057 64.88546865460332)
2022-12-18 12:49:57.774667264,465964.8725099032,7195704.496196744,155.49368105700756,0.1585986746445728,155.81574160051898,0.012052880936736288,-0.010949782709725062,1,0.32206054351141233,0.16346186886683953,42.0,Evergreen Forest,-147.71863940142916,64.88386106147586,POINT (-147.71863940142916 64.88386106147586)
2022-12-18 12:49:57.791575808,465949.8287881312,7195585.393199706,154.05695102732653,0.0008001504503281293,154.18293577537435,0.01701366459972791,-0.021224554262028537,1,0.1259847480478129,0.12518459759748476,42.0,Evergreen Forest,-147.7189284436603,64.8827909088836,POINT (-147.7189284436603 64.8827909088836)
2022-12-18 12:49:57.792988928,465948.55562041246,7195575.479173065,153.7254139054452,0.01419275800784113,153.98392564370124,0.01717651015039982,-0.01671197607417444,1,0.2585117382560327,0.24431898024819154,42.0,Evergreen Forest,-147.71895294436789,64.8827018281757,POINT (-147.71895294436789 64.8827018281757)
2022-12-18 12:49:57.804362496,465938.75973772357,7195496.049205747,153.63652697029738,0.014266464590649805,153.6334381243472,0.02325747628629888,-0.011443109582197054,1,-0.0030888459501738907,-0.017355310540823697,90.0,Woody Wetlands,-147.719140694065,64.88198816553086,POINT (-147.719140694065 64.88198816553086)
2022-12-18 12:49:57.846529024,465902.8096552957,7195198.092699241,150.30948571398497,0.09744319118456006,150.56881402445612,0.02263809607167069,-0.012397329906428816,1,0.25932831047114746,0.1618851192865874,52.0,Shrub,-147.71982808549262,64.87931116351004,POINT (-147.71982808549262 64.87931116351004)
2022-12-18 12:49:57.850760448,465899.1825489984,7195168.291948747,150.2145291288991,0.03623845048061721,150.4679459385106,0.01981460644117399,-0.004733487202829456,1,0.25341680961150814,0.21717835913089092,52.0,Shrub,-147.71989749352272,64.87904341405506,POINT (-147.71989749352272 64.87904341405506)
2022-12-18 12:49:57.854987776,465895.5745294193,7195138.506799354,150.16543941661385,0.021068085659771068,150.39762962765985,0.015511127339055736,0.002991174574450191,1,0.23219021104600301,0.21112212538623196,22.0,"Developed, Low Intensity",-147.719966501039,64.87877580648471,POINT (-147.719966501039 64.87877580648471)
2022-12-18 12:49:57.856395520,465894.3953767589,7195128.56369326,150.14331815160085,0.0363340127816361,150.46825967040877,0.015439901795376666,0.009004929241959055,1,0.32494151880791833,0.2886075060262822,22.0,"Developed, Low Intensity",-147.71998900322217,64.87868647425567,POINT (-147.71998900322217 64.87868647425567)
2022-12-18 12:49:57.857802240,465893.21829833154,7195118.638184196,150.2379331170498,0.06324079593127313,150.52309634433917,0.016557016236545,0.0024757919945192796,1,0.2851632272893596,0.22192243135808648,52.0,Shrub,-147.72001146570017,64.87859730011868,POINT (-147.72001146570017 64.87859730011868)
2022-12-18 12:49:57.859211520,465892.03783563897,7195108.695293991,150.20752350295209,0.012329077052817057,150.53958380800273,0.017623864480868907,0.0018305243443056025,1,0.3320603050506463,0.31973122799782927,52.0,Shrub,-147.72003399529265,64.87850796968425,POINT (-147.72003399529265 64.87850796968425)
2022-12-18 12:49:57.860615936,465890.8576228004,7195098.770105949,150.31183682602216,0.04339795367710355,150.57331410201175,0.018172679528237187,0.004054876320395583,1,0.26147727598959136,0.2180793223124878,52.0,Shrub,-147.72005652371521,64.87841879809895,POINT (-147.72005652371521 64.87841879809895)
2022-12-18 12:49:57.862023168,465889.6716915961,7195088.827853738,150.33128796961213,0.015733822951979785,150.53597170409034,0.018204822840374002,-0.012748219954919352,1,0.2046837344782091,0.1889499115262293,52.0,Shrub,-147.7200791685961,64.87832947282179,POINT (-147.7200791685961 64.87832947282179)
2022-12-18 12:49:57.864834048,465887.28983360063,7195068.962314041,150.17600646758987,0.05460023827652021,150.50646721497162,0.019394304653666948,-0.0015670614217878512,1,0.3304607473817498,0.2758605091052296,52.0,Shrub,-147.72012467345564,64.87815099138967,POINT (-147.72012467345564 64.87815099138967)
2022-12-18 12:49:57.869051648,465883.6712274112,7195039.178353996,149.71701218599472,0.04354832738967416,150.01575839543634,0.023497042267148174,-0.046111046593686374,1,0.29874620944161734,0.25519788205194316,52.0,Shrub,-147.72019390022095,64.87788339327685,POINT (-147.72019390022095 64.87788339327685)
2022-12-18 12:49:57.874677248,465878.76687612507,7194999.464133448,150.07744242275825,0.02426852936703401,150.08254454832286,0.021178863835307416,-0.0028795846438137416,1,0.005102125564604876,-0.019166403802429136,22.0,"Developed, Low Intensity",-147.7202878788759,64.87752656720538,POINT (-147.7202878788759 64.87752656720538)
