time,lat,lon,x,y,beam,is2_height,n_fit_photons,h_sigma,dh_fit_dx,lidar_height,lidar_snow_depth,is2_snow_depth,geometry,snow_depth_residual
2022-03-21 01:50:31.574544384,64.88739743251416,-147.66622220339613,468451.45275635686,7196071.429185381,50,173.00329773978743,75,0.016882170690186826,0.020628112634431796,172.07761356976295,0.9754753916134746,0.925684170024482,POINT (-147.66622220339613 64.88739743251416),-0.04979122158899263
2022-03-21 01:50:31.575248640,64.88735285341347,-147.6662336043875,468450.8605756763,7196066.466908056,50,173.08867926068308,89,0.01626254321308501,0.014833915803033372,172.2283585349478,0.991099118442027,0.8603207257352778,POINT (-147.6662336043875 64.88735285341347),-0.13077839270674918
2022-03-21 01:50:31.575956992,64.88730811328482,-147.6662450398016,468450.2665742445,7196061.48670284,50,173.14837804851223,90,0.016855432041926816,0.008939733110641087,172.27167177499234,0.9376603648573522,0.8767062735198863,POINT (-147.6662450398016 64.88730811328482),-0.06095409133746588
2022-03-21 01:50:31.576663296,64.88726352812252,-147.666256425385,468449.67511252186,7196056.523742603,50,173.21096394881485,89,0.015648423211355865,0.01931721354799519,172.32990555342116,0.9501223449993178,0.8810583953936941,POINT (-147.666256425385 64.88726352812252),-0.06906394960562368
2022-03-21 01:50:31.577369344,64.88721894787318,-147.66626779905735,468449.0842188233,7196051.561324073,50,173.27414808443305,95,0.0164303556682353,0.011236594550946574,172.34815446817433,0.9621136032229678,0.9259936162587223,POINT (-147.66626779905735 64.88721894787318),-0.036119986964245454
2022-03-21 01:50:31.578074624,64.88717436737674,-147.6662791611682,468448.49387054634,7196046.598872385,50,173.36585524242108,95,0.017896549779790213,0.026140052556845303,172.4499756524873,0.9678978406599376,0.9158795899337804,POINT (-147.6662791611682 64.88717436737674),-0.05201825072615718
2022-03-21 01:50:31.578784256,64.88712962363532,-147.66629055693602,468447.9017351625,7196041.618245357,50,173.4485062851808,88,0.019000298849221692,0.005484742791054856,172.4594901663647,0.9439152658622662,0.989016118816096,POINT (-147.66629055693602 64.88712962363532),0.04510085295382982
2022-03-21 01:50:31.579490816,64.88708503740358,-147.66630191357189,468447.311635881,7196036.655152068,50,173.46358149045565,82,0.022166089776701498,0.011585170175583187,172.53739624758023,0.9663227641443128,0.9261852428754196,POINT (-147.66630191357189 64.88708503740358),-0.04013752126889325
2022-03-21 01:50:31.580198144,64.88704045441297,-147.66631325669096,468446.7221787095,7196031.692413377,50,173.52315662640524,86,0.020693335921400744,0.026792649839460034,172.54112758447786,0.9382129899167587,0.9820290419273761,POINT (-147.66631325669096 64.88704045441297),0.043816052010617335
2022-03-21 01:50:31.580905472,64.88699587254861,-147.6663245954782,468446.1329262273,7196026.729798176,50,173.56129756767498,83,0.021261006393241973,0.007139495671093794,172.64198406348245,0.9089096907711458,0.9193135041925302,POINT (-147.6663245954782 64.88699587254861),0.010403813421384411
2022-03-21 01:50:31.581614080,64.88695113128374,-147.6663360147392,468445.53967417637,7196021.749459421,50,173.5803847685965,91,0.0219497504563849,0.006771971867270073,172.69986788058014,0.8935394391401505,0.8805168880163592,POINT (-147.6663360147392 64.88695113128374),-0.01302255112379136
