,time,lat,lon,x,y,beam,is2_height,n_fit_photons,h_sigma,dh_fit_dx,lidar_height,lidar_snow_depth,is2_snow_depth,geometry,snow_depth_residual,is2_slope_degrees,forest_cover
1989,2022-03-21 01:50:27.576526592,65.1383438432336,-147.53178357685286,475052.8618860672,7223977.915789824,30,525.9490815835459,100,0.025220107075346,0.0882592180312001,525.0247267303272,0.9683825381000192,0.9243548532186878,POINT (-147.53178357685286 65.1383438432336),-0.0440276848813314,5.0568806963127,44.754262186079345
1990,2022-03-21 01:50:27.577930240,65.13825466724995,-147.53180637649064,475051.7086252704,7223967.9864025405,30,526.8528064644158,100,0.0251162416723381,0.0855915534677409,525.9838143256103,0.8288212483745204,0.8689921388055382,POINT (-147.53180637649064 65.13825466724995),0.0401708904310177,4.90403477566988,38.873935547705436
1991,2022-03-21 01:50:27.579336960,65.1381653384425,-147.53182926539483,475050.5510262808,7223958.04001933,30,527.7202815897391,110,0.0248882367342065,0.0805586663679745,526.7570754838248,1.0376563820353828,0.9632061059143098,POINT (-147.53182926539483 65.1381653384425),-0.074450276121073,4.615671586087427,39.85807794049357
1992,2022-03-21 01:50:27.580739584,65.13807616609616,-147.53185214291855,475049.3941008819,7223948.111069292,30,528.4323380323119,98,0.0254732149673131,0.062207835469423,527.5336103749278,1.019670294253633,0.8987276573841427,POINT (-147.53185214291855 65.13807616609616),-0.1209426368694903,3.5642464250421626,45.66757676505651
1993,2022-03-21 01:50:27.582143744,65.13798684005545,-147.5318750912567,475048.2337020303,7223938.165019019,30,529.0100984827224,104,0.0232959511337438,0.0536087108444368,528.1096804022019,1.0310700239888564,0.9004180805204669,POINT (-147.53187509125667 65.13798684005545),-0.1306519434683895,3.0715528765234366,52.98360204079061
1994,2022-03-21 01:50:27.583544320,65.13789768011955,-147.53189823456773,475047.0643053429,7223928.237558227,30,529.4635887219324,107,0.0215948997753073,0.0356508831956154,528.5884234889814,1.0424813802754636,0.8751652329509625,POINT (-147.53189823456773 65.13789768011955),-0.167316147324501,2.042645143022632,58.98355773214285
1995,2022-03-21 01:50:27.584946176,65.13780837709405,-147.5319216756705,475045.8807970205,7223918.294268774,30,529.8021758846824,113,0.0216376898767686,0.02916955432092,529.0046452087546,0.9773554117441724,0.7975306759277601,POINT (-147.5319216756705 65.13780837709405),-0.1798247358164124,1.6712923528663102,62.6841033817756
1996,2022-03-21 01:50:27.586346496,65.13771923184827,-147.5319451341273,475044.6966153795,7223908.368570827,30,530.0569462048015,116,0.0179978459196138,0.0177913772667022,529.2646075546605,0.992446913140726,0.792338650141005,POINT (-147.5319451341273 65.13771923184827),-0.2001082629997209,1.0193708291070345,63.31774635567068
1997,2022-03-21 01:50:27.587746816,65.13762993380325,-147.53196868201974,475043.5080873072,7223898.425879789,30,530.142691473262,105,0.0156777061334315,0.0022963190886381,529.3779021961436,0.9072671557272156,0.7647892771183251,POINT (-147.53196868201974 65.13762993380325),-0.1424778786088906,0.13156939219429073,60.845599473859465
1998,2022-03-21 01:50:27.589145600,65.13754079233622,-147.53199222098377,475042.320117744,7223888.500635943,30,530.1141896566156,91,0.0180713945787814,-0.0052985082367944,529.3079134032077,0.925785593389293,0.8062762534078729,POINT (-147.53199222098377 65.13754079233622),-0.1195093399814201,-0.3035821596836225,57.4346794512409
1999,2022-03-21 01:50:27.590547456,65.13745149689579,-147.53201582492426,475041.12894803006,7223878.558258492,30,529.8263092448228,90,0.023247060294234,-0.0425838615245763,529.0450850419469,0.8682916886883895,0.7812242028759329,POINT (-147.53201582492426 65.13745149689579),-0.0870674858124566,-2.4398755407277535,55.65205051256482
2000,2022-03-21 01:50:27.591947776,65.13736235723395,-147.53203940218407,475039.9391688891,7223868.633232127,30,529.400149080439,91,0.0266095746421518,-0.0410977557697892,528.6266555002381,0.9676109532213414,0.7734935802008067,POINT (-147.53203940218407 65.13736235723395),-0.1941173730205346,-2.3547279530683487,57.0085047952879
2001,2022-03-21 01:50:27.593349888,65.13727306263658,-147.53206302396063,475038.74714847904,7223858.690956842,30,528.8643667924293,77,0.0301442000150834,-0.0762795730747629,528.1032413918223,0.9191782707179856,0.7611254006070567,POINT (-147.53206302396063 65.13727306263658),-0.1580528701109289,-4.370497600243666,60.16094007214674
2002,2022-03-21 01:50:27.594749952,65.13718392275516,-147.53208659665324,475037.5575686725,7223848.76590536,30,528.1111029189238,67,0.0316831752525309,-0.0822046193826188,527.396761896027,0.9741862053944252,0.7143410228968605,POINT (-147.53208659665324 65.13718392275516),-0.2598451824975646,-4.70997774710338,63.68783893313596
2003,2022-03-21 01:50:27.596154880,65.13709462715539,-147.53211019663703,475036.3665549493,7223838.82351091,30,527.3462765528844,56,0.0323325820175847,-0.0756410972217941,526.5848521458419,0.9381258351597908,0.7614244070425684,POINT (-147.53211019663703 65.13709462715539),-0.1767014281172224,-4.333915628547539,66.69126282326889
2004,2022-03-21 01:50:27.597556480,65.13700548548843,-147.53213373103415,475035.1787553318,7223828.898246458,30,526.4284423117588,53,0.0349402502690423,-0.1072014998408151,525.7528925396286,0.8814473045934123,0.6755497721301253,POINT (-147.53213373103415 65.13700548548843),-0.2058975324632869,-6.142193498351071,68.43757704707063
2005,2022-03-21 01:50:27.598962432,65.13691618729132,-147.53215727536772,475033.9903352031,7223818.955541701,30,525.4936388496436,68,0.0308100331238889,-0.0744182552223787,524.9275911216946,0.8482235735634077,0.5660477279490124,POINT (-147.53215727536772 65.13691618729132),-0.2821758456143953,-4.263851942969698,67.75633923621479
2006,2022-03-21 01:50:27.600367104,65.1368270428215,-147.53218074941748,475032.8053493994,7223809.029942176,30,524.776807560218,70,0.0318062215910453,-0.065416027323971,524.0485020014618,1.0482925729812358,0.728305558756233,POINT (-147.53218074941748 65.1368270428215),-0.3199870142250027,-3.748062278176011,64.0661471932933
2007,2022-03-21 01:50:27.601774848,65.13673774395542,-147.53220427909915,475031.6176013287,7223799.087158229,30,524.0816132256018,54,0.0375909968599649,-0.0738615046729867,523.3046177146075,0.9702747366035318,0.7769955109943112,POINT (-147.53220427909915 65.13673774395542),-0.1932792256092206,-4.231952486247946,59.78426343951636
2008,2022-03-21 01:50:27.603181056,65.1366485949338,-147.53222765579508,475030.4371638772,7223789.161014076,30,523.2149201897641,57,0.0326265919217085,-0.1072769887430833,522.6163702240798,0.9351707454097432,0.5985499656843558,POINT (-147.53222765579508 65.1366485949338),-0.3366207797253875,-6.146518693851115,58.22947037959039
