,x,y,lidar_height,lidar_snow_depth,is2_height,beam,residual,snow_depth_residual,lon,lat
7088,438745.8535507723,7175113.496831149,132.43679596943915,0.020276303022498915,132.35071,5,-0.08608796162664589,-0.10636426464914481,-148.2844053010923,64.69526138935143
7093,438736.7643812567,7175213.148393753,132.63246185324417,0.07235856261550945,132.58768,5,-0.04478485129104115,-0.1171434139065506,-148.28463817787366,64.69615370147355
7094,438734.9209169741,7175233.076420126,132.5513510590125,0.056441317726854415,132.63899,5,0.08764125055782301,0.0311999328309686,-148.2846852914214,64.69633213866734
7095,438733.08054455806,7175253.0046747,132.6272473445223,0.51821462168286,132.88423,5,0.2569842228605239,-0.2612303988223361,-148.28473234088344,64.69651057845029
7096,438731.2550524491,7175272.934332721,133.02241925834593,0.03912129722105137,133.14366,5,0.12124224067750333,0.08212094345645196,-148.28477907963494,64.69668903350961
7097,438729.4500612654,7175292.8658177955,133.07823878862933,0.02776288584593079,133.10278,5,0.024544414495665023,-0.0032184713502657683,-148.28482539002306,64.69686750866818
7098,438727.65360408934,7175312.798057374,132.994269175328,0.03579253821102361,133.0891,5,0.09482689400795152,0.059034355796927916,-148.28487152245148,64.69704599212781
7099,438725.8606299917,7175332.730580231,133.0226122668548,0.05407277291585992,133.05208,5,0.029465980215519494,-0.024606792700340427,-148.28491758260208,64.69722447874254
7100,438724.0673339943,7175352.663195213,132.8500015502436,0.02017094791661056,132.81828,5,-0.03171846918891674,-0.0518894171055273,-148.28496365015866,64.69740296610541
7101,438722.2725733232,7175372.595614246,132.7379567345926,0.059436570736096775,132.72673,5,-0.011226387912898872,-0.07066295864899565,-148.2850097489559,64.69758145142426
7102,438720.4741757157,7175392.527691206,132.61999983969253,0.11382109888297776,132.66489,5,0.044886634916849744,-0.06893446396612801,-148.2850559244716,64.69775993299295
7104,438716.8437212582,7175432.388769002,132.5125790922,0.9772591357773373,132.5282,5,0.01561914998748648,-0.9616399857898508,-148.28514898169732,64.69811686235114
7105,438715.01552710816,7175452.318120206,132.51651046478221,1.0971183798358117,132.55261,5,0.03610183990528526,-1.0610165399305265,-148.28519578258624,64.69829531398616
7106,438713.1858550348,7175472.2473479295,132.57273610448019,0.05181561682001644,132.65704,5,0.0843073525510647,0.03249173573104826,-148.28524261503492,64.69847376422429
7107,438711.35580235324,7175492.176581817,132.62323923689652,0.048647144913762756,132.67584,5,0.05260304825972639,0.003955903345963636,-148.28528945609426,64.69865221442822
7108,438709.5270799883,7175512.10594369,132.60098809538485,0.07989529128319314,132.66637,5,0.06537848176358807,-0.014516809519605073,-148.285336269947,64.69883066600215
7109,438707.70190168184,7175532.035564787,132.55686243352116,0.15742564690569788,132.73349,5,0.17662755671321406,0.019201909807516182,-148.28538301023735,64.69900912052627
7110,438705.88433981617,7175551.965945833,132.5855590772286,0.07005608319660878,132.84988,5,0.26432495597453,0.1942688727779212,-148.28542959179896,64.69918758323374
7111,438704.07610781956,7175571.897150103,132.78403946571925,0.02991389027392414,132.96817,5,0.1841307002963788,0.15421681002245466,-148.2854759787332,64.69936605500418
7112,438702.2743221619,7175591.82888189,132.88009977824663,0.038011597046903205,133.02605,5,0.1459469746830564,0.10793537763615318,-148.28552223136478,64.6995445326602
7113,438700.4788479366,7175611.761195188,132.8321209440308,0.052376152860244655,133.19017,5,0.3580493440551322,0.30567319119488756,-148.28556835254247,64.69972301666178
7114,438698.68896882026,7175631.694023592,133.28358930055205,0.04927088423805798,133.44676,5,0.16317278440888572,0.11390190017082774,-148.28561435725365,64.69990150628294
7115,438696.901507124,7175651.627115485,133.34219796650257,0.008036157890706925,133.543,5,0.2008013010755576,0.1927651431848507,-148.28566031201174,64.70007999868814
7116,438695.1151396383,7175671.5602446785,133.37199600755613,0.07384575202712323,133.51978,5,0.1477793830688654,0.07393363104174216,-148.28570624446195,64.70025849160747
7117,438693.32933373837,7175691.49352196,133.31523106824858,0.052483847840472365,133.35544,5,0.04020716417329595,-0.012276683667176415,-148.28575216581794,64.70043698593788
7118,438691.54536653665,7175711.426867343,133.18979169907698,0.05163263975436857,133.36432,5,0.17452714857927276,0.12289450882490419,-148.28579804926932,64.70061548119428
7119,438689.76177947235,7175731.360284334,133.34366152317136,0.0013132393741832839,133.54506,5,0.20139768093019939,0.2000844415560161,-148.2858439253975,64.70079397714267
7120,438687.97392155236,7175751.293338994,133.56413299921823,0.023495732786280258,133.63947,5,0.07533233281301932,0.051836600026739066,-148.2858898915327,64.70097246904349
7121,438686.18082430016,7175771.225885842,133.43901077318324,0.056279241120105815,133.6232,5,0.18418868970738345,0.12790944858727762,-148.2859359679204,64.7011509554152
7122,438684.38195214217,7175791.157898602,133.40457699668076,0.09814301126327861,133.5381,5,0.13352419960830275,0.03538118834502414,-148.28598216578087,64.70132943592452
7123,438682.5778787483,7175811.089468223,133.28988324132288,0.0858955159073713,133.47188,5,0.18199481043492938,0.09609929452755808,-148.28602847312706,64.70150791149165
7124,438680.76642325043,7175831.0203747945,133.16387673200433,0.055895638657241,133.24802,5,0.08413962541754927,0.028243986760308266,-148.28607493559386,64.70168637974656
7127,438675.3043185433,7175890.810505475,133.24068025282574,0.0851424172798598,133.28157,5,0.040890181744572374,-0.044252235535287426,-148.2862149072358,64.70222175611428
7128,438673.4808547689,7175910.740315463,133.0678790669001,0.1000738060277632,133.3026,5,0.2347179789983329,0.13464417297056971,-148.2862616235202,64.70240021226488
7129,438671.6587556795,7175930.670227073,133.1666370503303,0.12007561934051672,133.29828,5,0.1316417582634415,0.011566138922924768,-148.28630831186084,64.70257866955554
