time,lat,lon,x,y,beam,is2_height,n_fit_photons,h_sigma,dh_fit_dx,lidar_height,lidar_snow_depth,is2_snow_depth,geometry,snow_depth_residual
2022-04-23 00:18:19.830581760,64.70808994308379,-148.2504148575356,440394.9235809783,7176510.520563499,10,134.53150082506426,42,0.025233157996802546,0.00922944024832876,133.96929109434726,0.8085830523446913,0.5622097307170009,POINT (-148.2504148575356 64.70808994308379),-0.24637332162769043
2022-04-23 00:18:19.831297792,64.7080454280714,-148.25042756308434,440394.22010096477,7176505.572351482,10,134.52900932775373,44,0.021750002979291323,-0.009462249806761018,134.00416199896554,0.8375100782471494,0.5248473287881836,POINT (-148.25042756308434 64.7080454280714),-0.31266274945896577
2022-04-23 00:18:19.832014592,64.7080007498107,-148.2504403017027,440393.5146837939,7176500.605980526,10,134.50784767064525,42,0.02317107263996662,0.0016574966411040198,133.96657634571076,0.798811281272359,0.5412713249344847,POINT (-148.2504403017027 64.7080007498107),-0.2575399563378743
2022-04-23 00:18:19.832728832,64.70795622682061,-148.250452968575,440392.8130257921,7176495.656843561,10,134.54622798655402,40,0.019467303003335563,0.018361453013200822,133.87569570002603,0.7526342278588736,0.6705322865279868,POINT (-148.250452968575 64.70795622682061),-0.08210194133088677
2022-04-23 00:18:19.833444352,64.70791170911076,-148.2504656231233,440392.1119648642,7176490.70828354,10,134.5525341978921,37,0.02307504186567659,-0.0027024025536749484,133.92263747161311,0.739634796670784,0.6298967262789859,POINT (-148.2504656231233 64.70791170911076),-0.10973807039179817
2022-04-23 00:18:19.834158080,64.70786719183513,-148.25047826604458,440391.4114571361,7176485.759761149,10,134.48868593314754,26,0.022593017269617297,-0.0012606259893846571,133.9206738987937,0.719209902720937,0.568012034353842,POINT (-148.25047826604458 64.70786719183513),-0.15119786836709503
2022-04-23 00:18:19.834875136,64.707822510225,-148.25049092448413,440390.70984641166,7176480.7929422725,10,134.49487064014434,39,0.022368191767282494,0.0044224320584466785,134.01491755074352,0.7101581403478447,0.4799530894008228,POINT (-148.25049092448413 64.707822510225),-0.23020505094702193
2022-04-23 00:18:19.835588096,64.70777798328513,-148.25050350957181,440390.012070123,7176475.843288979,10,134.5556537703273,44,0.021757134041657186,0.010831944807268746,133.98673094259837,0.6980166793327821,0.568922827728926,POINT (-148.25050350957181 64.70777798328513),-0.1290938516038561
2022-04-23 00:18:19.836301056,64.70773346113413,-148.25051607323027,440389.31532383733,7176470.894149312,10,134.59010405910905,35,0.025836652207462757,-0.0010251899293140898,133.99702623042057,0.8579046775946043,0.5930778286884788,POINT (-148.25051607323027 64.70773346113413),-0.2648268489061255
2022-04-23 00:18:19.837013504,64.70768893922191,-148.2505286180882,440388.61947225925,7176465.945018741,10,134.6041829471799,30,0.03343417495763157,0.013161314119903152,134.0499043094814,0.7504453121480087,0.554278637698502,POINT (-148.2505286180882 64.70768893922191),-0.19616667444950664
2022-04-23 00:18:19.837727744,64.70764425322682,-148.2505411823888,440387.92233118,7176460.97762342,10,134.6169864261766,28,0.03258354023825318,0.0004834540808558516,134.14849726369434,0.6980134362562297,0.4684891624822569,POINT (-148.2505411823888 64.70764425322682),-0.22952427377397278
2022-04-23 00:18:19.838439168,64.70759972226325,-148.25055367744008,440387.228829836,7176456.0274377875,10,134.6568671355944,28,0.03182331667692366,0.005682695408193682,134.1466526917435,0.8191813689023445,0.5102144438509129,POINT (-148.25055367744008 64.70759972226325),-0.30896692505143164
2022-04-23 00:18:19.839149312,64.70755519485078,-148.25056614684965,440386.5365565804,7176451.077623899,10,134.68959823054087,30,0.02872985822057745,-0.002529141160771694,134.10763473132212,0.7857665927820269,0.5819634992187446,POINT (-148.25056614684965 64.70755519485078),-0.2038030935632823
2022-04-23 00:18:19.839858688,64.70751066802589,-148.25057859538882,440385.84527747816,7176446.127856016,10,134.69391577445163,35,0.026866964728065268,0.006637073828865274,134.14317095806152,0.8741542002945247,0.5507448163901074,POINT (-148.25057859538882 64.70751066802589),-0.3234093839044173
2022-04-23 00:18:19.840570624,64.70746597935131,-148.2505910757735,440385.1521226057,7176441.16008389,10,134.6323328660692,39,0.030873488315504606,-0.015973887465366196,134.02262785432865,0.8186410791591513,0.6097050117405445,POINT (-148.2505910757735 64.70746597935131),-0.20893606741860682
2022-04-23 00:18:19.841279488,64.70742144486218,-148.25060348918447,440384.4624971912,7176436.209429312,10,134.56381760715544,36,0.03388856726648374,0.0004192267712647488,134.07228569310075,0.7497010554051896,0.4915319140546899,POINT (-148.25060348918447 64.70742144486218),-0.25816914135049973
2022-04-23 00:18:19.841990400,64.70737692247566,-148.25061604206246,440383.7662488366,7176431.260254675,10,134.59101830434852,33,0.02926875909820673,0.01081353656950771,134.0194904629608,0.7225183511489202,0.5715278413877343,POINT (-148.25061604206246 64.70737692247566),-0.1509905097611859
2022-04-23 00:18:19.842699264,64.70733239495853,-148.2506284684403,440383.07601686934,7176426.310389512,10,134.62795403403248,42,0.018852221715509588,0.0002874612308686082,134.09485800730192,0.8146439659165219,0.5330960267305613,POINT (-148.2506284684403 64.70733239495853),-0.28154793918596055
2022-04-23 00:18:19.843403264,64.70728769198317,-148.2506406647707,440382.39636226924,7176421.340757353,10,134.61765710387448,56,0.019270742789480627,-0.01200399690450225,134.04907912148295,0.7800589413879863,0.5685779823915311,POINT (-148.2506406647707 64.70728769198317),-0.21148095899645514
2022-04-23 00:18:19.844103680,64.70724314284456,-148.2506527755602,440381.72112144035,7176416.388186408,10,134.5781497473333,50,0.023061778996397008,-0.011724853638634071,134.0580762801928,0.7414081804778695,0.5200734671404916,POINT (-148.2506527755602 64.70724314284456),-0.22133471333737786
2022-04-23 00:18:19.844803328,64.70719859929423,-148.2506648689487,440381.0467204627,7176411.436221947,10,134.53343588388609,37,0.02485061890172806,-0.014801562878195888,134.03324781864853,0.6764332180030667,0.5001880652375519,POINT (-148.2506648689487 64.70719859929423),-0.17624515276551478
2022-04-23 00:18:19.845503232,64.70715405537017,-148.25067694257604,440380.3732587229,7176406.484197413,10,134.53415548110414,42,0.024314705918523017,0.012836811788006521,134.10317334024893,0.744466440367039,0.4309821408552068,POINT (-148.25067694257604 64.70715405537017),-0.3134842995118322
