,x,y,lidar_height,lidar_snow_depth,is2_height,beam,residual,snow_depth_residual,lon,lat
1058,438748.7275805211,7175083.416657986,132.80385690910282,0.9581206714592172,133.22078,5,0.4169225098424931,-0.5411981616167241,-148.28433227539062,64.69499206542969
1060,438730.20440414944,7175282.799707109,133.06049425738377,0.05068804951589688,133.17354,5,0.11304395062404637,0.062355901108149495,-148.28480529785156,64.69677734375
1061,438721.3077332119,7175382.483917094,132.4643232394888,0.04865257502426166,132.72389,5,0.25956897242525656,0.2109163974009949,-148.2850341796875,64.69766998291014
1063,438703.51659413415,7175581.852455851,132.85790024548697,0.049352155129844276,132.99854,5,0.14063491076302626,0.09128275563318197,-148.28549194335938,64.69945526123047
1064,438693.8946382396,7175681.551546253,133.48256359744585,0.04197120631447005,133.4687,5,-0.013859373813033926,-0.05583058012750398,-148.28573608398438,64.70034790039062
1065,438685.0009283969,7175781.235916853,133.51326653729902,0.056318911233396246,133.5951,5,0.0818262361384825,0.025507324905086254,-148.2859649658203,64.70124053955078
1066,438676.1079528503,7175880.920327032,133.09978694977514,0.045919077849009636,133.24332,5,0.1435297006154883,0.09761062276647867,-148.28619384765625,64.70213317871094
1067,438667.2157116051,7175980.60477679,133.07674222211296,0.10169378266385827,133.26526,5,0.188516566949545,0.08682278428568672,-148.2864227294922,64.7030258178711
1068,438658.32420467015,7176080.28926612,132.95337733393455,0.07252813408290507,133.19008,5,0.23670140141700813,0.16417326733410306,-148.28665161132812,64.70391845703125
1070,438640.5433937631,7176279.658363482,133.09871987942367,0.1190073952394901,133.30495,5,0.2062270199903935,0.0872196247509034,-148.287109375,64.70570373535156
1071,438630.9267699964,7176379.357749074,133.31086848609186,0.06601358342797835,133.48602,5,0.1751544631268871,0.10914087969890875,-148.28735351562503,64.70659637451172
1072,438622.0382243757,7176479.042398904,133.56248823116564,0.05495685636667715,133.64238,5,0.07989152957654255,0.0249346732098654,-148.28758239746094,64.70748901367188
