,time,lat,lon,x,y,beam,is2_height,n_fit_photons,h_sigma,dh_fit_dx,lidar_height,lidar_snow_depth,is2_snow_depth,geometry,snow_depth_residual,is2_slope_degrees,forest_cover
535,2022-03-04 02:48:04.302703616,70.03750455482621,-148.6133812671544,438532.1058152271,7770869.054339897,30,36.026125536802724,185,0.0108286716011622,0.0113094339043912,35.615453051971386,0.4364725427512066,0.4106724848313376,POINT (-148.6133812671544 70.03750455482621),-0.0258000579198689,0.6479828314037759,255
536,2022-03-04 02:48:04.304102400,70.03741550265035,-148.6134140454204,438530.5944201818,7770859.159504645,30,36.11997437857318,174,0.0113406851487383,0.007912623401187,35.64385354265117,0.6381322791527619,0.4761208359220106,POINT (-148.6134140454204 70.03741550265035),-0.1620114432307513,0.45335992576446593,255
537,2022-03-04 02:48:04.305498368,70.03732657095887,-148.61344686717194,438529.08171381295,7770849.278146334,30,36.1087714686798,172,0.0110884016573892,-0.0096441971371915,35.681396191643934,0.4396648506600936,0.4273752770358641,POINT (-148.61344686717194 70.03732657095887),-0.0122895736242295,-0.552571792753224,255
538,2022-03-04 02:48:04.306895872,70.03723752537229,-148.61347979944605,438527.5644507816,7770839.384203016,30,36.07637134235379,180,0.0103718071250322,0.0019203907008038,35.63754169754707,0.4345750922740288,0.4388296448067166,POINT (-148.61347979944605 70.03723752537229),0.0042545525326877,0.11003028217222817,255
539,2022-03-04 02:48:04.308293632,70.03714859888997,-148.6135127429166,438526.0471022511,7770829.50355022,30,36.12077633339853,183,0.0089404241496691,0.0068953049655862,35.68428815499177,0.5189488548541163,0.4364881784067549,POINT (-148.6135127429166 70.03714859888997),-0.0824606764473614,0.39507187298368857,255
540,2022-03-04 02:48:04.309692928,70.03705955744189,-148.61354577198804,438524.5261431246,7770819.610167937,30,36.11829466466389,187,0.0089102619245572,-0.004632747888755,35.719021233420136,0.4613493092374125,0.3992734312437562,POINT (-148.61354577198804 70.03705955744189),-0.0620758779936562,-0.2654369015738041,255
541,2022-03-04 02:48:04.311092224,70.03697063385451,-148.61357878286665,438523.0062143053,7770809.729907902,30,36.1134149219279,190,0.0100891246510524,0.0036602649493124,35.77323881587625,0.415653056927704,0.3401761060516506,POINT (-148.61357878286663 70.03697063385451),-0.0754769508760533,0.2097177334952667,255
542,2022-03-04 02:48:04.312495360,70.03688159399084,-148.61361184868903,438521.4838387542,7770799.836741365,30,36.16062428533468,184,0.010818539308108,0.0051758825549587,35.73690919716625,0.6241483496346104,0.4237150881684286,POINT (-148.61361184868903 70.03688159399084),-0.2004332614661818,0.2965562256545229,255
543,2022-03-04 02:48:04.313900032,70.03679267082941,-148.61364486961327,438519.9635073682,7770789.956540989,30,36.22742124538388,177,0.0112297262586934,0.0093975222234684,35.8364249804719,0.4796259543928642,0.3909962649119833,POINT (-148.61364486961327 70.03679267082941),-0.0886296894808809,0.5384383612851367,255
544,2022-03-04 02:48:04.315306496,70.0367036302669,-148.61367791885576,438518.4417401301,7770780.063281861,30,36.32814285722117,180,0.0106043200879176,0.0095719872281118,35.86650985772017,0.6336026430331467,0.4616329995010062,POINT (-148.61367791885576 70.0367036302669),-0.1719696435321405,0.5484344697239338,255
