time,x,y,lidar_height,lidar_snow_depth,is2_height,h_sigma,is2_slope,beam,residual,snow_depth_residual,lon,lat,land_cover_value,land_cover,geometry
2022-10-04 16:35:36.057535744,433909.76338245557,7772057.530759071,36.76811700891391,0.0643416424567493,36.72105122504744,0.015325697657384839,0.0018300278392293747,3,-0.04706578386647209,-0.11140742632322138,-148.7355269148527,70.04701883924103,51.0,Shrub,POINT (-148.7355269148527 70.04701883924103)
2022-10-04 16:35:36.058953728,433908.18744376046,7772047.656086202,36.698026459417605,0.013599019177990317,36.74397293965796,0.017570506033463367,0.005930639090860677,3,0.04594648024035308,0.03234746106236276,-148.73556089381643,70.04692992976003,51.0,Shrub,POINT (-148.73556089381643 70.04692992976003)
2022-10-04 16:35:36.060373504,433906.60941211594,7772037.768442802,36.74393958745487,0.053703980809051796,36.76575375864225,0.01879936649376863,-0.0012345465105933976,3,0.021814171187379827,-0.03188980962167197,-148.7355949177271,70.04684090348228,51.0,Shrub,POINT (-148.7355949177271 70.04684090348228)
2022-10-04 16:35:36.061792000,433905.0354841132,7772027.893801181,36.74457861966202,0.06363993679613467,36.74093645466688,0.01665952927406173,-0.006672360476488019,3,-0.0036421649951421387,-0.0672821017912768,-148.73562884337187,70.04675199478072,51.0,Shrub,POINT (-148.73562884337187 70.04675199478072)
2022-10-04 16:35:36.063208448,433903.4592045223,7772018.0061104875,36.71475585311756,0.05199308758233732,36.69948127563235,0.016646439515496412,-0.002282220753104342,3,-0.015274577485207885,-0.0672676650675452,-148.7356628206924,70.04666296851244,51.0,Shrub,POINT (-148.7356628206924 70.04666296851244)
2022-10-04 16:35:36.064619776,433901.88250764745,7772008.1317283185,36.75254725811562,0.061505324979560606,36.69907026914433,0.017138108835170574,0.0040817854724694656,3,-0.053476988971290496,-0.1149823139508511,-148.7356968186263,70.04657406141561,51.0,Shrub,POINT (-148.7356968186263 70.04657406141561)
2022-10-04 16:35:36.066031872,433900.3033344208,7771998.244392521,36.720566137428875,0.039070678154991614,36.71111022920312,0.017731495349749233,0.0005224712818288034,3,-0.009455908225753262,-0.04852658638074488,-148.73573087158022,70.0464850375756,51.0,Shrub,POINT (-148.73573087158022 70.0464850375756)
2022-10-04 16:35:36.067441408,433898.7255363318,7771988.370123206,36.72440513109883,0.05435538334864821,36.7490232421882,0.01747845426507098,0.008918151268928486,3,0.024618111089374395,-0.029737272259273813,-148.73576489792575,70.04639613119521,51.0,Shrub,POINT (-148.73576489792575 70.04639613119521)
2022-10-04 16:35:36.068851456,433897.14395860553,7771978.48311,36.87608210769859,0.054484657824069825,36.84562216967248,0.015978191785059614,0.00997748109498893,3,-0.030459938026112354,-0.08494459585018219,-148.7357990136503,70.04630710961875,51.0,Shrub,POINT (-148.7357990136503 70.04630710961875)
2022-10-04 16:35:36.070258688,433895.56670543656,7771968.608824792,36.97685356708271,0.07239555206513718,36.88122713852406,0.015957718120809303,0.0012586276718463555,3,-0.09562642855865278,-0.16802198062378995,-148.7358330251095,70.04621820322107,51.0,Shrub,POINT (-148.7358330251095 70.04621820322107)
2022-10-04 16:35:36.071664896,433893.98841176555,7771958.721294503,37.04462575670759,0.06254123591638326,36.89345283390165,0.015783377806576678,0.004304617577892543,3,-0.15117292280594086,-0.21371415872232413,-148.73586705368697,70.04612917783449,51.0,Shrub,POINT (-148.73586705368697 70.04612917783449)
2022-10-04 16:35:36.073069824,433892.4129871469,7771948.8468186855,36.92171517244934,0.04840106405726585,36.89013713474263,0.014493592846083914,-0.005229815267043848,3,-0.03157803770670853,-0.07997910176397438,-148.73590101644282,70.04604027018135,51.0,Shrub,POINT (-148.73590101644282 70.04604027018135)
2022-10-04 16:35:36.074478592,433890.83678601426,7771938.958806988,36.82999220358192,0.01730923335662376,36.85335488653843,0.015201374076642902,-0.0014064358781122157,3,0.023362682956516778,0.00605344959989302,-148.73593498917145,70.04595124100022,51.0,Shrub,POINT (-148.73593498917145 70.04595124100022)
2022-10-04 16:35:36.075881984,433889.26181911695,7771929.084375176,36.82687086725168,0.04288010812027088,36.85098643876972,0.01489173902656289,0.0008181439227733303,3,0.024115571518045442,-0.018764536602225435,-148.73596893937577,70.04586233384448,51.0,Shrub,POINT (-148.73596893937577 70.04586233384448)
2022-10-04 16:35:36.078692352,433886.11056104867,7771909.321986021,36.858909711541706,0.035676897920176226,36.833513795220206,0.015185444821980445,0.0073116312041438345,3,-0.025395916321500067,-0.06107281424167629,-148.7360368635675,70.04568439794403,52.0,Shrub,POINT (-148.7360368635675 70.04568439794403)
2022-10-04 16:35:36.080098048,433884.5307101103,7771899.434710667,37.03090081072017,0.06649568808473176,36.92242765817437,0.01582419462395322,0.010896448713557787,3,-0.10847315254579826,-0.17496884063053003,-148.73607093148328,70.04559537440302,52.0,Shrub,POINT (-148.73607093148328 70.04559537440302)
2022-10-04 16:35:36.081500416,433882.9516765113,7771889.560724805,37.03482463025633,0.05093531397139417,37.00178605346491,0.01687703794000248,0.002847625069042642,3,-0.033038576791419416,-0.08397389076281359,-148.7361049875986,70.04550647017807,52.0,Shrub,POINT (-148.7361049875986 70.04550647017807)
2022-10-04 16:35:36.082905856,433881.3735780028,7771879.673093238,37.03390223700637,0.06651797561577497,37.03027627043896,0.01873322522555412,-3.657460063219536e-05,3,-0.00362596656741232,-0.07014394218318729,-148.73613900868506,70.04541744387785,51.0,Shrub,POINT (-148.73613900868506 70.04541744387785)
2022-10-04 16:35:36.084311552,433879.80015479226,7771869.7982838275,36.99711720882793,0.048708354309671555,37.09053105023522,0.018461282993880848,0.007624128246366796,3,0.09341384140729048,0.04470548709761892,-148.73617291637927,70.04532853369017,51.0,Shrub,POINT (-148.73617291637927 70.04532853369017)
2022-10-04 16:35:36.085719808,433878.2250699284,7771859.910049924,37.22401489671262,0.049873338511446125,37.13158040687577,0.017874991970991974,-0.0005163685386950488,3,-0.09243448983684743,-0.14230782834829356,-148.73620685735648,70.04523950274688,51.0,Shrub,POINT (-148.73620685735648 70.04523950274688)
2022-10-04 16:35:36.087124480,433876.6529193216,7771850.035183219,37.18071039865998,0.058829097256132404,37.11093190024332,0.01862246877456649,-0.0054371102883749595,3,-0.06977849841666028,-0.12860759567279267,-148.73624073104017,70.04515059235683,51.0,Shrub,POINT (-148.73624073104017 70.04515059235683)
2022-10-04 16:35:36.088532224,433875.0786963351,7771840.1468061125,37.01659729360624,0.003996707305710535,37.044499043848205,0.01782398905629161,-0.010016475091050985,3,0.027901750241966283,0.023905042936255748,-148.73627464872067,70.04506156033622,51.0,Shrub,POINT (-148.73627464872067 70.04506156033622)
2022-10-04 16:35:36.091344128,433871.9242567096,7771820.38500218,36.995405889783285,0.015594853845740919,36.97809728980339,0.01619767446801397,0.0001650408885796723,3,-0.01730859997989853,-0.03290345382563945,-148.73634265168891,70.04488362874358,51.0,Shrub,POINT (-148.73634265168891 70.04488362874358)
2022-10-04 16:35:36.092751360,433870.3441651449,7771810.511316468,37.01446292496918,0.026654801326850035,36.96034252476226,0.01577766493899625,-0.005555550454950003,3,-0.05412040020691933,-0.08077520153376937,-148.73637673349984,70.04479472688298,51.0,Shrub,POINT (-148.73637673349984 70.04479472688298)
2022-10-04 16:35:36.094158848,433868.75966819725,7771800.624583408,37.01182939075474,0.0157550923350438,36.931014104572654,0.014868545363455925,0.00018444147150502727,3,-0.08081528618208722,-0.09657037851713102,-148.736410920873,70.04470570694629,51.0,Shrub,POINT (-148.736410920873 70.04470570694629)
2022-10-04 16:35:36.095565312,433867.1721290064,7771790.75209605,37.02306983544689,0.032072719192022675,36.97372797954596,0.01470027882587036,0.008696386112865363,3,-0.0493418559009271,-0.08141457509294978,-148.73644519844447,70.04461681391041,51.0,Shrub,POINT (-148.73644519844447 70.04461681391041)
2022-10-04 16:35:36.096972800,433865.5772290838,7771780.867222279,37.07041409952103,0.0358483890153051,37.08628643113359,0.017561767993403473,0.012362974654854489,3,0.015872331612555968,-0.01997605740274913,-148.73647965962283,70.04452780796744,51.0,Shrub,POINT (-148.73647965962283 70.04452780796744)
2022-10-04 16:35:36.098379264,433863.98253767285,7771770.995856052,37.102811516419095,0.030637052347306105,37.164791739088884,0.018538723301708093,0.0012978468413542207,3,0.06198022266978853,0.031343170322482426,-148.7365141251399,70.04443892313935,51.0,Shrub,POINT (-148.7365141251399 70.04443892313935)
2022-10-04 16:35:36.099787520,433862.3833884287,7771761.111695738,37.381247890185925,0.04937717456916287,37.221602074983394,0.018411530033907005,0.008310159992103465,3,-0.15964581520253063,-0.2090229897716935,-148.73654869777923,70.0443499224915,51.0,Shrub,POINT (-148.73654869777923 70.0443499224915)
2022-10-04 16:35:36.101193984,433860.78603801865,7771751.240694599,37.380112208388184,0.041482061288141685,37.26420942782658,0.01839891874991434,-0.0013019491667272227,3,-0.11590278056160486,-0.15738484184974655,-148.73658323276396,70.04426104024225,51.0,Shrub,POINT (-148.73658323276396 70.04426104024225)
2022-10-04 16:35:36.102603264,433859.18528630224,7771741.356599848,37.235248974185126,0.0317631204100056,37.20029404668924,0.016325574209608285,-0.011240846868150578,3,-0.03495492749588891,-0.0667180479058945,-148.73661784692052,70.04417203975837,51.0,Shrub,POINT (-148.73661784692052 70.04417203975837)
2022-10-04 16:35:36.104008448,433857.5773053422,7771731.4874425605,37.19652237702928,0.008325946765439704,37.130548029184475,0.014726113589683818,-0.002425338143114462,3,-0.06597434784480782,-0.07430029461024752,-148.73665266165958,70.04408317130584,51.0,Shrub,POINT (-148.73665266165958 70.04408317130584)
2022-10-04 16:35:36.105415680,433855.9604092274,7771721.605954026,37.20517187001023,0.021188995344918363,37.123534082215194,0.014273433956032325,0.003440625688716006,3,-0.08163778779503872,-0.10282678313995708,-148.73668770082608,70.04399419004321,51.0,Shrub,POINT (-148.73668770082608 70.04399419004321)
2022-10-04 16:35:36.106822400,433854.341949697,7771711.738656492,37.22792695907299,0.013868475119063726,37.175502301130095,0.015832888701775384,0.008507892455870395,3,-0.052424657942893305,-0.06629313306195703,-148.7367227913356,70.04390533556845,51.0,Shrub,POINT (-148.7367227913356 70.04390533556845)
2022-10-04 16:35:36.108229632,433852.7200109897,7771701.858081281,37.3033942672477,0.0045317753673785165,37.230223885934656,0.01654712278490096,0.003217045988020181,3,-0.07317038131304088,-0.0777021566804194,-148.7367579629159,70.04381636118913,51.0,Shrub,POINT (-148.7367579629159 70.04381636118913)
2022-10-04 16:35:36.109637632,433851.1008181114,7771691.990455895,37.27746510172806,0.013377176583822332,37.24592980611438,0.014760733202912367,-0.0006893222144450956,3,-0.03153529561367918,-0.04491247219750151,-148.73679307183235,70.04372750357369,51.0,Shrub,POINT (-148.73679307183235 70.04372750357369)
2022-10-04 16:35:36.111044864,433849.48012888816,7771682.109825437,37.2829736085469,0.002878167193503744,37.237376864381986,0.014067254717992873,-0.0010599644997438334,3,-0.045596744164910774,-0.048474911358414516,-148.73682820999156,70.0436385290036,51.0,Shrub,POINT (-148.73682820999156 70.0436385290036)
2022-10-04 16:35:36.112453376,433847.8619888946,7771672.242239104,37.28928433472067,0.004799722113737046,37.227407934631536,0.015572823439053338,-0.0019279298056572932,3,-0.0618764000891332,-0.06667612220287024,-148.73686329071754,70.04354967199244,51.0,Shrub,POINT (-148.73686329071754 70.04354967199244)
2022-10-04 16:35:36.115273216,433844.62456297525,7771652.493546914,37.31062466322162,0.014178170938492128,37.264266460582185,0.01786172524843211,0.0054446418171574616,3,-0.04635820263943202,-0.06053637357792415,-148.73693347124112,70.04337183647917,51.0,Shrub,POINT (-148.73693347124112 70.04337183647917)
2022-10-04 16:35:36.116683776,433843.00601800147,7771642.612224089,37.34498247152588,0.025656096340761124,37.31726578430834,0.017676020701490693,0.0018960718387180514,3,-0.02771668721754139,-0.053372783558302515,-148.73696855143325,70.04328285622165,51.0,Shrub,POINT (-148.73696855143325 70.04328285622165)
2022-10-04 16:35:36.118095104,433841.394550236,7771632.743805142,37.39288983921716,0.024075092130798066,37.281015742066245,0.01836181926190546,-0.004775357805024201,3,-0.1118740971509169,-0.13594918928171495,-148.73700345527536,70.04319399342295,51.0,Shrub,POINT (-148.73700345527536 70.04319399342295)
2022-10-04 16:35:36.119508992,433839.7826730456,7771622.861387038,37.428311137544185,0.014650801685964743,37.26063665030035,0.016420267958689765,0.006473068488261848,3,-0.16767448724383627,-0.18232528892980102,-148.73703835909583,70.04310500503726,51.0,Shrub,POINT (-148.73703835909583 70.04310500503726)
2022-10-04 16:35:36.123749120,433834.96659345785,7771593.238964624,37.33612726782623,0.0022734135361260907,37.29247665621832,0.014780742525014141,0.000714346722695322,3,-0.04365061160790873,-0.04592402514403482,-148.7371425743311,70.04283826740154,51.0,Shrub,POINT (-148.7371425743311 70.04283826740154)
2022-10-04 16:35:36.125166080,433833.3756519855,7771583.353414688,37.386803294818506,0.021523579685470293,37.34123021807944,0.01696190675177946,0.007085410878654064,3,-0.04557307673906763,-0.06709665642453792,-148.73717692529308,70.04274925626537,51.0,Shrub,POINT (-148.73717692529308 70.04274925626537)
2022-10-04 16:35:36.126583296,433831.7878643916,7771573.480896165,37.43431340758749,0.018278571685457816,37.411502268072084,0.01671359666577861,0.0032481872866987477,3,-0.022811139515404477,-0.04108971120086229,-148.73721120295772,70.0426603627291,51.0,Shrub,POINT (-148.73721120295772 70.0426603627291)
2022-10-04 16:35:36.128001280,433830.20093042136,7771563.595001082,37.50564603300184,0.02466458082928302,37.428595355762894,0.015101512660311225,-0.000618792588648955,3,-0.07705067723894388,-0.1017152580682269,-148.73724544792915,70.0425713495092,51.0,Shrub,POINT (-148.73724544792915 70.0425713495092)
2022-10-04 16:35:36.129418752,433828.6177607523,7771553.7215983225,37.4271311403114,0.04201978092984303,37.412484883345954,0.014829477871279606,-0.002149269217141009,3,-0.014646256965448856,-0.056666037895291885,-148.73727960318493,70.04248244921338,51.0,Shrub,POINT (-148.73727960318493 70.04248244921338)
2022-10-04 16:35:36.130838016,433827.0315584665,7771543.835387254,37.4760959352479,0.02360765808527394,37.42891738045581,0.015333518419884862,0.005359476974629986,3,-0.04717855479209021,-0.07078621287736415,-148.73731382814447,70.04239343333417,51.0,Shrub,POINT (-148.73731382814447 70.04239343333417)
2022-10-04 16:35:36.132254208,433825.44645136443,7771533.962251308,37.437781341291725,0.028582880672647037,37.46323700233274,0.015376031945017897,0.0009312562943348577,3,0.02545566104101482,-0.003127219631632216,-148.73734803386026,70.04230453492069,51.0,Shrub,POINT (-148.73734803386026 70.04230453492069)
2022-10-04 16:35:36.133674496,433823.85965088074,7771524.075892217,37.55740945895632,0.030621705720236453,37.45868217164408,0.01511793493065282,0.0014914194705864868,3,-0.09872728731224356,-0.12934899303248001,-148.73738227382825,70.0422155175478,51.0,Shrub,POINT (-148.73738227382825 70.0422155175478)
2022-10-04 16:35:36.135090944,433822.2738444312,7771514.2033032635,37.56807519620367,0.02962274703179613,37.45140340222848,0.016570038072479507,5.840295761171017e-05,3,-0.11667179397519334,-0.14629454100698946,-148.73741649772683,70.04212662384423,51.0,Shrub,POINT (-148.73741649772683 70.04212662384423)
2022-10-04 16:35:36.136511744,433820.6846240296,7771504.317563626,37.48118032092051,0.014061404546562418,37.435766947632196,0.015945765504489565,-0.0039680154810135294,3,-0.04541337328831219,-0.059474777834874606,-148.73745080107622,70.04203761139101,51.0,Shrub,POINT (-148.73745080107622 70.04203761139101)
2022-10-04 16:35:36.137928448,433819.0943486834,7771494.445344577,37.47992401159062,0.0017940131226185623,37.46094351638025,0.014959652824393854,0.0047199847220949,3,-0.018980495210371373,-0.020774508332989935,-148.73748514193153,70.04194871984674,51.0,Shrub,POINT (-148.73748514193153 70.04194871984674)
2022-10-04 16:35:36.139347712,433817.50045299204,7771484.560352137,37.56828054116323,0.011885184684883872,37.47226950231213,0.013321906023396784,-0.006429402981726528,3,-0.09601103885110263,-0.10789622353598649,-148.73751956793325,70.0418597128817,51.0,Shrub,POINT (-148.73751956793325 70.0418597128817)
2022-10-04 16:35:36.140764416,433815.90997595293,7771474.688284253,37.51658816807691,0.014995683968392104,37.44993762477291,0.015302776171703496,0.0014043658620948394,3,-0.06665054330400011,-0.08164622727239221,-148.7375539136149,70.04177082262663,51.0,Shrub,POINT (-148.7375539136149 70.04177082262663)
2022-10-04 16:35:36.142181888,433814.31474370905,7771464.8031146275,37.54785395386983,0.014715430012242015,37.49444254023523,0.017114461330337994,0.005329558896508235,3,-0.05341141363460622,-0.06812684364684823,-148.7375883739727,70.04168181371766,51.0,Shrub,POINT (-148.7375883739727 70.04168181371766)
2022-10-04 16:35:36.143598336,433812.7081050116,7771454.933882541,37.55004393389379,0.01838994706596448,37.53109712990701,0.016237138538247445,0.0007693314051032132,3,-0.01894680398677906,-0.03733675105274354,-148.73762314524603,70.04159294473521,51.0,Shrub,POINT (-148.73762314524603 70.04159294473521)
2022-10-04 16:35:36.145017088,433811.08826386905,7771445.052683394,37.63907279078349,0.016299586456657456,37.5501705366162,0.015952039961866386,0.0026808087566074362,3,-0.08890225416728725,-0.1052018406239447,-148.73765825367698,70.04150396510988,51.0,Shrub,POINT (-148.73765825367698 70.04150396510988)
2022-10-04 16:35:36.146430976,433809.4693825549,7771435.185463337,37.66590784309143,0.015355856318527587,37.60673660759831,0.01564247636563159,0.007978442737947618,3,-0.05917123549312464,-0.07452709181165224,-148.7376933470872,70.04141511101771,51.0,Shrub,POINT (-148.7376933470872 70.04141511101771)
2022-10-04 16:35:36.147846656,433807.8492667057,7771425.304606463,37.671506090680296,0.013833061208111862,37.65967219756905,0.015573823591869436,0.0008838734627776871,3,-0.01183389311124472,-0.02566695431935658,-148.73772846239024,70.04132613437524,51.0,Shrub,POINT (-148.73772846239024 70.04132613437524)
2022-10-04 16:35:36.149261056,433806.2352162681,7771415.436342786,37.7092603106491,0.009472359678069503,37.64967803122821,0.01637861519483713,-0.004923036952072028,3,-0.05958227942088712,-0.06905463909895662,-148.7377634276783,70.04123727214909,51.0,Shrub,POINT (-148.7377634276783 70.04123727214909)
2022-10-04 16:35:36.150674944,433804.6225443459,7771405.554067438,37.71297565037787,0.029843357993565377,37.617037351197055,0.015435744536366255,-0.0034991637267681084,3,-0.09593829918081553,-0.12578165717438092,-148.7377983460195,70.04114828468072,51.0,Shrub,POINT (-148.7377983460195 70.04114828468072)
2022-10-04 16:35:36.152084992,433803.014867304,7771395.685011677,37.69766259157789,0.012086864169687529,37.612459560340895,0.015237149266953272,0.0010760451866228021,3,-0.08520303123699335,-0.09728989540668088,-148.73783314290554,70.04105941696952,51.0,Shrub,POINT (-148.73783314290554 70.04105941696952)
2022-10-04 16:35:36.153497344,433801.4086575894,7771385.801912663,37.719023762517075,0.016018057281762765,37.63042646894043,0.01661442289009198,0.0015403060133704172,3,-0.08859729357664747,-0.10461535085841024,-148.73786789049237,70.04097042375585,51.0,Shrub,POINT (-148.73786789049237 70.04097042375585)
2022-10-04 16:35:36.154907392,433799.80859991774,7771375.931350315,37.72944467856132,0.01161818360618224,37.67794342768239,0.016469133677686126,0.007044569714532103,3,-0.05150125087892832,-0.06311943448511056,-148.73790248575534,70.04088154447419,51.0,Shrub,POINT (-148.73790248575534 70.04088154447419)
2022-10-04 16:35:36.156316928,433798.21222671465,7771366.046833822,37.762847260655064,0.028249278622097997,37.72935235270711,0.01780420514649294,0.0018395253172184562,3,-0.03349490794795429,-0.06174418657005229,-148.73793697361643,70.04079254105555,51.0,Shrub,POINT (-148.73793697361643 70.04079254105555)
2022-10-04 16:35:36.157723648,433796.62613663834,7771356.173960622,37.79938182366138,0.005652019906698652,37.712136782533484,0.0170325011328154,-0.007550914140876602,3,-0.08724504112789333,-0.09289706103459199,-148.73797120010246,70.04070364461776,51.0,Shrub,POINT (-148.73797120010246 70.04070364461776)
2022-10-04 16:35:36.159132928,433795.04569555423,7771346.286943123,37.74132734018731,0.006016474009450591,37.66111688850279,0.015505335325912818,-0.004795297743068896,3,-0.0802104516845219,-0.08622692569397249,-148.73800526750526,70.04061462284103,51.0,Shrub,POINT (-148.73800526750526 70.04061462284103)
2022-10-04 16:35:36.160538624,433793.4714887246,7771336.412043477,37.75137091650349,0.00622637188756518,37.654440345905066,0.017739384511246594,0.0023801190563744437,3,-0.09693057059842403,-0.10315694248598921,-148.73803918012294,70.04052571126385,51.0,Shrub,POINT (-148.73803918012294 70.04052571126385)
2022-10-04 16:35:36.161945344,433791.89357883274,7771326.524324383,37.76065392947734,0.014783740063386373,37.7063060297426,0.01848428823800692,0.005962220672604518,3,-0.05434789973474352,-0.06913163979812989,-148.73807318001758,70.04043668383183,51.0,Shrub,POINT (-148.73807318001758 70.04043668383183)
2022-10-04 16:35:36.163347968,433790.33851280814,7771316.646651924,37.84521508682246,0.01785749111572209,37.741070352160946,0.01673221361012683,-0.0006902894620537147,3,-0.10414473466151719,-0.12200222577723928,-148.73810658780312,70.0403477522812,51.0,Shrub,POINT (-148.73810658780312 70.0403477522812)
2022-10-04 16:35:36.164750336,433788.80398315075,7771306.752115977,37.80630319552346,0.017249673939997823,37.7321527347202,0.016349134340906887,-0.0017902485316629267,3,-0.07415046080325993,-0.09140013474325775,-148.7381394438901,70.04025867482582,51.0,Shrub,POINT (-148.7381394438901 70.04025867482582)
2022-10-04 16:35:36.166150656,433787.2750792451,7771296.870109423,37.81621668280539,0.013820341481185276,37.7474607059331,0.01659456760878541,0.004343898361870065,3,-0.06875597687228918,-0.08257631835347445,-148.73817216147822,70.04016971110366,51.0,Shrub,POINT (-148.73817216147822 70.04016971110366)
2022-10-04 16:35:36.167553024,433785.74585929414,7771286.974583162,37.84398962599228,0.02201737723001185,37.80640329627236,0.01733742653761396,0.005516725191560685,3,-0.03758632971992171,-0.059603706949933555,-148.73820487696517,70.04008062611646,51.0,Shrub,POINT (-148.73820487696517 70.04008062611646)
2022-10-04 16:35:36.170354432,433782.6954357359,7771267.195961893,38.00200560004026,0.02162999896127092,37.862951402068866,0.01581844785467586,-0.0017410717368767992,3,-0.1390541979713973,-0.16068419693266822,-148.73827010609946,70.03990256959398,51.0,Shrub,POINT (-148.73827010609946 70.03990256959398)
2022-10-04 16:35:36.171758080,433781.17076609324,7771257.313290941,37.94920821004031,0.017409092772223005,37.88799433344408,0.01609519503017545,0.0004909754442929193,3,-0.06121387659623423,-0.07862296936845724,-148.7383027110002,70.03981360097342,51.0,Shrub,POINT (-148.7383027110002 70.03981360097342)
2022-10-04 16:35:36.173162496,433779.64163226634,7771247.417629304,37.9388109711485,0.011932965871189059,37.91973311560296,0.015288841113097511,0.0063273386751724415,3,-0.019077855545539535,-0.031010821416728594,-148.7383354230248,70.03972451476895,51.0,Shrub,POINT (-148.7383354230248 70.03972451476895)
2022-10-04 16:35:36.174565376,433778.11103335477,7771237.536237536,37.97219632836379,0.010095794463380535,37.961870916976316,0.014438452609386514,0.005795481937763566,3,-0.01032541138747689,-0.020421205850857424,-148.73836818389051,70.0396355560848,51.0,Shrub,POINT (-148.73836818389051 70.0396355560848)
2022-10-04 16:35:36.175973120,433776.57428369793,7771227.641923332,38.00699976562869,0.020135848047538842,37.99209234653488,0.0155190062976635,0.002459358778808442,3,-0.014907419093809438,-0.03504326714134828,-148.73840109617618,70.03954647999714,51.0,Shrub,POINT (-148.73840109617618 70.03954647999714)
2022-10-04 16:35:36.177379840,433775.032541899,7771217.761981935,38.08889004900602,0.016248297261559016,38.07318763672484,0.016037219870058277,0.010993989450571758,3,-0.01570241228117908,-0.0319507095427381,-148.73843414991154,70.03945753145057,51.0,Shrub,POINT (-148.73843414991154 70.03945753145057)
2022-10-04 16:35:36.178790912,433773.48234956193,7771207.8698329935,38.184100371275036,0.01905804314405136,38.156990954488066,0.01470451891162012,0.0013270272165121207,3,-0.02710941678697054,-0.046167459931021906,-148.73846741593323,70.0393684713198,51.0,Shrub,POINT (-148.73846741593323 70.0393684713198)
2022-10-04 16:35:36.180199936,433771.92724375345,7771197.992161806,38.28395046216524,0.03699686261823638,38.234594389707794,0.016490981031453432,0.008940383857842757,3,-0.049356072457442224,-0.0863529350756786,-148.7385008214154,70.03927953969071,51.0,Shrub,POINT (-148.7385008214154 70.03927953969071)
2022-10-04 16:35:36.181613056,433770.3663818403,7771188.10204157,38.40643425387,0.03140765606405793,38.362331828186214,0.01801311675598127,0.01356352740874208,3,-0.04410242568378919,-0.07551008174784712,-148.7385343683098,70.03919049500165,51.0,Shrub,POINT (-148.7385343683098 70.03919049500165)
2022-10-04 16:35:36.183026176,433768.7949939047,7771178.226617946,38.48632108674709,0.02137615222443958,38.43107432407116,0.016862182495737107,0.0013190205539111847,3,-0.055246762675928096,-0.07662291490036768,-148.7385682020696,70.03910157934052,51.0,Shrub,POINT (-148.7385682020696 70.03910157934052)
2022-10-04 16:35:36.184449024,433767.1991849905,7771168.341828758,38.400979256916514,0.028566183517975418,38.40419122315905,0.017294411296586654,-0.005121918122528194,3,0.003211966242538722,-0.025354217275436696,-148.73860266921167,70.03901257348366,51.0,Shrub,POINT (-148.73860266921167 70.03901257348366)
2022-10-04 16:35:36.185869056,433765.59531513706,7771158.471908274,38.379505135989255,0.006616533625512891,38.40764324138066,0.01736840728868535,0.006208034357058578,3,0.028138105391406043,0.02152157176589315,-148.73863735866777,70.03892369882718,51.0,Shrub,POINT (-148.73863735866777 70.03892369882718)
2022-10-04 16:35:36.187293440,433763.9806602015,7771148.590520367,38.4253983925126,0.014204532096602242,38.48055053487151,0.015978760905338816,0.011021800861216572,3,0.055152142358913636,0.04094761026231139,-148.73867232218944,70.03883471862238,51.0,Shrub,POINT (-148.73867232218944 70.03883471862238)
2022-10-04 16:35:36.188715776,433762.36278548057,7771138.722739789,38.4560832197934,0.029960754909165607,38.546687569018346,0.015237713873477617,0.004408248527273282,3,0.09060434922494665,0.060643594315781035,-148.73870738007074,70.03874585954996,51.0,Shrub,POINT (-148.73870738007074 70.03874585954996)
2022-10-04 16:35:36.190140672,433760.7403313172,7771128.842138177,38.48266667355095,0.02671469057563727,38.55097674441811,0.013546182472887908,-0.0029819889725140863,3,0.06831007086715601,0.04159538029151874,-148.7387425481983,70.03865688438357,51.0,Shrub,POINT (-148.7387425481983 70.03865688438357)
2022-10-04 16:35:36.191562496,433759.11868142715,7771118.975029092,38.42925701121929,0.036623356578285235,38.49197360245226,0.014316591970032088,-0.011185788693736445,3,0.06271659123297013,0.026093234654684896,-148.73877770502972,70.03856803034955,51.0,Shrub,POINT (-148.73877770502972 70.03856803034955)
2022-10-04 16:35:36.198667264,433750.98624706327,7771069.602834606,38.31175900501595,0.40345079828281794,38.278855065415,0.016433980914502648,0.01213789148955142,3,-0.03290393960094917,-0.4363547378837671,-148.73895409176956,70.03812342539575,51.0,Shrub,POINT (-148.73895409176956 70.03812342539575)
2022-10-04 16:35:36.200082176,433749.3589166848,7771059.73682174,38.31320212420558,0.013532588963101885,38.42241194583915,0.016175842074194133,0.01168952763287504,3,0.10920982163356996,0.09567723267046807,-148.7389893966619,70.03803457968982,51.0,Shrub,POINT (-148.7389893966619 70.03803457968982)
2022-10-04 16:35:36.201498112,433747.73017244076,7771049.857510362,38.56310388291312,0.03406239403425421,38.521461546613935,0.0158870419633191,0.0063729859015161415,3,-0.04164233629918357,-0.07570473033343778,-148.73902472839205,70.03794561441966,51.0,Shrub,POINT (-148.73902472839205 70.03794561441966)
2022-10-04 16:35:36.202908928,433746.1139912182,7771039.989426349,38.676004833061995,0.01608080552052108,38.551727368416785,0.01769708282318024,-0.001509463876684369,3,-0.1242774646452105,-0.14035827016573157,-148.7390597386608,70.03785675298677,51.0,Shrub,POINT (-148.7390597386608 70.03785675298677)
