time,x,y,lidar_height,lidar_snow_depth,is2_height,h_sigma,is2_slope,beam,residual,snow_depth_residual,land_cover_value,land_cover,lon,lat,geometry
2022-10-04 03:50:50.780067328,437820.8045211091,7771327.942300754,34.92836531119295,0.05703334728516277,34.98115363614645,0.01255946262515786,0.0016995294557166642,5,0.05278832495350372,-0.0042450223316590555,51.0,Shrub,-148.63236418563426,70.04144804254955,POINT (-148.63236418563426 70.04144804254955)
2022-10-04 03:50:50.781480448,437819.8245383745,7771337.9057777515,34.84061765643784,0.045442685954460764,34.99535123935267,0.013131793270933135,-0.0008626764572770121,5,0.15473358291482953,0.10929089696036876,51.0,Shrub,-148.6323969025693,70.04153711516807,POINT (-148.6323969025693 70.04153711516807)
2022-10-04 03:50:50.782892288,437818.84945293935,7771347.855188367,34.90405096690085,0.05599326775891187,34.976254935335874,0.013967477316948293,-0.005491006982340247,5,0.07220396843502641,0.01621070067611454,51.0,Shrub,-148.6324294813988,70.04162606287085,POINT (-148.6324294813988 70.04162606287085)
2022-10-04 03:50:50.784303104,437817.8761013736,7771357.8192939535,34.76390780205421,0.0433186656269781,34.905832289938616,0.014396357703332531,-0.010339172376890473,5,0.1419244878844026,0.0986058222574245,51.0,Shrub,-148.63246202534367,70.04171514270159,POINT (-148.63246202534367 70.04171514270159)
2022-10-04 03:50:50.785714944,437816.9074303025,7771367.76937732,34.66964352495691,0.03410972156975382,34.80501342363349,0.014362428742087792,-0.008968060799038492,5,0.13536989867657923,0.1012601771068254,51.0,Shrub,-148.6324944368999,70.04180409796052,POINT (-148.6324944368999 70.04180409796052)
2022-10-04 03:50:50.788540672,437814.97907310206,7771387.684930296,34.592937384535446,0.02720698560565018,34.7227911720007,0.013171742134717949,-0.0011766859832813789,5,0.129853787465251,0.10264680185960082,51.0,Shrub,-148.63255903590692,70.04198214852973,POINT (-148.63255903590692 70.04198214852973)
2022-10-04 03:50:50.789953536,437814.01862815005,7771397.6503444845,34.5871816374282,0.02760494753484785,34.71549030409881,0.012961033017708496,-0.0012615342136352177,5,0.12830866667060548,0.10070371913575762,51.0,Shrub,-148.63259124322877,70.04207124316105,POINT (-148.63259124322877 70.04207124316105)
2022-10-04 03:50:50.791364864,437813.062051131,7771407.601591617,34.576542353128346,0.014354399202116527,34.71891320257877,0.011236544059429114,-0.0006908432108329659,5,0.14237084945042255,0.12801645024830602,51.0,Shrub,-148.63262333937595,70.04216021172743,POINT (-148.63262333937595 70.04216021172743)
2022-10-04 03:50:50.792779264,437812.10591099324,7771417.56742484,34.59003212515912,0.01296412865909002,34.701654800376645,0.010922308145085852,-0.005311953820780491,5,0.11162267521752511,0.09865854655843509,51.0,Shrub,-148.63265543459156,70.0422493111346,POINT (-148.63265543459156 70.0422493111346)
2022-10-04 03:50:50.794189824,437811.1531252926,7771427.519062945,34.59178928723111,0.024474319340634994,34.69305941490628,0.012341609181921537,0.0008976626569482898,5,0.1012701276751713,0.07679580833453631,51.0,Shrub,-148.63268743208474,70.042338284102,POINT (-148.63268743208474 70.042338284102)
2022-10-04 03:50:50.795603968,437810.2003211634,7771437.4852666585,34.5856971126219,0.014090832475218631,34.71627512308355,0.012306426540424428,0.0020391427967752338,5,0.1305780104616474,0.11648717798642878,51.0,Shrub,-148.63271944057905,70.0424273876173,POINT (-148.63271944057905 70.0424273876173)
2022-10-04 03:50:50.797016064,437809.25006917014,7771447.437121788,34.58525184813381,0.019017490284429898,34.72405398826961,0.01195436206498228,0.0012094214166376762,5,0.13880214013580172,0.11978464985137183,51.0,Shrub,-148.63275137229394,70.04251636312465,POINT (-148.63275137229394 70.04251636312465)
2022-10-04 03:50:50.798429184,437808.29926143994,7771457.403465757,34.578142168459145,0.018660331627037875,34.69741148437025,0.011481360459212941,-0.005655637272435552,5,0.11926931591110446,0.10060898428406659,51.0,Shrub,-148.63278332905523,70.04260546836275,POINT (-148.63278332905523 70.04260546836275)
2022-10-04 03:50:50.799841280,437807.34999363363,7771467.35547319,34.539725402269724,0.026346408781707274,34.63508455291021,0.011393174604050727,-0.00882340186232197,5,0.09535915064048339,0.06901274185877612,51.0,Shrub,-148.63281523560528,70.04269444545784,POINT (-148.63281523560528 70.04269444545784)
2022-10-04 03:50:50.801253376,437806.39933210326,7771477.321867148,34.48813246724602,0.019553239873957736,34.57155413808182,0.012235484557719148,-0.005820618429243712,5,0.08342167083580421,0.06386843096184647,51.0,Shrub,-148.63284718911973,70.04278355116529,POINT (-148.63284718911973 70.04278355116529)
2022-10-04 03:50:50.802663424,437805.44987077656,7771487.273829515,34.42306923677673,0.013710812112559609,34.53396847102408,0.013432021202124705,-0.003356342894313282,5,0.11089923424734849,0.09718842213478888,51.0,Shrub,-148.63287910126982,70.04287252779616,POINT (-148.63287910126982 70.04287252779616)
2022-10-04 03:50:50.804078080,437804.4983327321,7771497.240073009,34.42739465153983,0.013183004553957944,34.48477158030042,0.013686925714904135,-0.007990594343430637,5,0.05737692876058986,0.044193924206631915,51.0,Shrub,-148.6329110782336,70.04296163193058,POINT (-148.6329110782336 70.04296163193058)
2022-10-04 03:50:50.805489920,437803.54691250366,7771507.191894692,34.380991179673416,0.020127052768188186,34.40306986238448,0.01287438086076508,-0.006119811783427823,5,0.022078682711061504,0.0019516299428733175,51.0,Shrub,-148.6329430422425,70.04305060681611,POINT (-148.6329430422425 70.04305060681611)
2022-10-04 03:50:50.813973504,437797.80876054574,7771566.943174619,34.99550619178497,0.004513419417938401,34.88323512081093,0.012858226691970533,-0.013910302891567927,5,-0.11227107097403888,-0.11678449039197727,51.0,Shrub,-148.6331356380536,70.043584810543,POINT (-148.6331356380536 70.043584810543)
2022-10-04 03:50:50.815387136,437796.8447067808,7771576.908268615,34.74603474142164,0.013063266543043855,34.78296913381942,0.011835783327580309,-0.009382434847757595,5,0.03693439239778229,0.023871125854738433,51.0,Shrub,-148.6331679448695,70.04367390131182,POINT (-148.6331679448695 70.04367390131182)
2022-10-04 03:50:50.816802816,437795.8785423947,7771586.858557644,34.555379868841285,0.07362599593440403,34.688164934374214,0.012236722005662864,-0.011860395529429715,5,0.13278506553292857,0.059159069598524544,51.0,Shrub,-148.63320029694063,70.0437628588619,POINT (-148.63320029694063 70.0437628588619)
2022-10-04 03:50:50.818219264,437794.9047497595,7771596.822646255,34.48865142773049,0.022483019876199162,34.57987876407443,0.01358791622294979,-0.011015539757040112,5,0.09122733634394109,0.06874431646774193,51.0,Shrub,-148.63323285917974,70.04385193826525,POINT (-148.63323285917974 70.04385193826525)
2022-10-04 03:50:50.832368128,437785.1008482629,7771696.384234118,34.40338102263115,0.008593502246446135,34.52319583384264,0.012934068376293285,-0.003504186672559543,5,0.11981481121149073,0.1112213089650446,51.0,Shrub,-148.63356017273358,70.04474200526215,POINT (-148.63356017273358 70.04474200526215)
2022-10-04 03:50:50.833775104,437784.11998295016,7771706.3331062775,34.364225206091085,0.022738730133944896,34.50390726251059,0.012547950877545287,-0.0036981370850012376,5,0.1396820564195025,0.11694332628555759,51.0,Shrub,-148.63359291299338,70.04483094649424,POINT (-148.63359291299338 70.04483094649424)
2022-10-04 03:50:50.836592128,437782.15364016936,7771726.244860963,34.36286696735632,0.03936444907672433,34.439658620350606,0.013788631035984864,-0.005840919323806972,5,0.07679165299428803,0.0374272039175637,51.0,Shrub,-148.63365852526067,70.0450089534107,POINT (-148.63365852526067 70.0450089534107)
2022-10-04 03:50:50.837996032,437781.1785004505,7771736.20882321,34.34254511361462,0.03726822191023206,34.40775256810796,0.013498491956803568,-1.0136251904179193e-05,5,0.06520745449333987,0.027939232583107806,51.0,Shrub,-148.63369112672768,70.04509803125731,POINT (-148.63369112672768 70.04509803125731)
2022-10-04 03:50:50.840798720,437779.23860629974,7771756.1232581865,34.33954856345491,0.028021305577069656,34.42821319825431,0.010765820285100171,-0.0019329664172426447,5,0.08866463479940023,0.06064332922233058,51.0,Shrub,-148.63375604846766,70.04527606851117,POINT (-148.63375604846766 70.04527606851117)
2022-10-04 03:50:50.843597056,437777.2925504372,7771776.037057124,34.23785214834734,0.0013854778598721693,34.36924338096777,0.009826498735199501,-1.5026322391488852e-05,5,0.13139123262042318,0.130005754760551,51.0,Shrub,-148.6338211325955,70.04545409855473,POINT (-148.6338211325955 70.04545409855473)
2022-10-04 03:50:50.847793920,437774.3559315819,7771805.898682032,34.17127791697479,0.006111147663349413,34.31718867239634,0.010939749868566325,0.0018138858749852237,5,0.14591075542155352,0.1397996077582041,72.0,Herbaceous,-148.63391921471887,70.04572105802183,POINT (-148.63391921471887 70.04572105802183)
2022-10-04 03:50:50.849194496,437773.3697183404,7771815.86156563,34.18008128388806,0.040053828757575995,34.3111880694378,0.010319839638005326,-0.0018683720800446164,5,0.13110678554973987,0.09105295679216388,72.0,Herbaceous,-148.6339521083097,70.0458101234813,POINT (-148.6339521083097 70.0458101234813)
