,x,y,lidar_height,lidar_snow_depth,is2_height,beam,residual,snow_depth_residual
42556,434984.59970613,7765781.238055585,45.64761525176331,3.088383275530322,45.69113,1,0.04351634003356253,-3.0448669354967595
42557,434982.8695188944,7765801.16976675,45.62775794589011,0.020690514027043368,45.681545,1,0.05378731167824924,0.03309679765120587
42558,434981.11475043395,7765821.099157607,45.5835969429866,0.06568429844660688,45.677517,1,0.09391999426925679,0.02823569582264991
42559,434979.29025499633,7765841.021943752,45.62484511929867,0.037645207171619885,45.719795,1,0.09495010775211199,0.057304900580492105
42560,434977.38917602,7765860.937434764,45.69405502774703,0.05239971739300351,45.72822,1,0.03416686556352033,-0.018232851829483178
42568,434961.5472574097,7766020.201059402,45.60855192968651,0.01335358334249645,45.682392,1,0.07384019067481518,0.060486607332318726
42570,434957.64095907746,7766060.0220624525,45.49947942605152,0.021546394909663407,45.58476,1,0.0852793324933998,0.0637329375837364
42571,434955.69384081446,7766079.933199443,45.42134596633947,0.013215725976615496,45.544918,1,0.12357209396326141,0.11035636798664591
42572,434953.7478308462,7766099.844370122,45.35168996765219,0.0304589104289215,45.493515,1,0.14182504699624587,0.11136613656732437
42573,434951.8030700694,7766119.75572274,45.21318761712122,0.01883732862120484,45.372715,1,0.15952737921666937,0.14069005059546452
42574,434949.8578730156,7766139.667000203,45.126811649313254,0.04215409122154433,45.241405,1,0.11459383774729304,0.07243974652574871
42575,434947.9076452656,7766159.577801577,45.01815828022171,0.01930873129333588,45.13738,1,0.11922041240524095,0.09991168111190507
42576,434945.95022626995,7766179.487933592,44.960629815519184,0.005101318364027004,45.07722,1,0.11659110122886318,0.11148978286483617
42577,434943.9851038812,7766199.397316175,44.878409941307126,0.019083953231174466,45.059826,1,0.18141595590967086,0.1623320026784964
42578,434942.01367999584,7766219.3060836885,44.82733839981742,0.0360076281454569,45.010162,1,0.18282395369820392,0.146816325552747
42579,434940.04004223197,7766239.2146792775,44.803230323871745,0.04369305483900077,44.977478,1,0.17424770347200536,0.1305546486330046
42580,434938.05300952395,7766259.121977845,44.75294586960425,0.06659719923134816,44.9757,1,0.22275450881372194,0.15615730958237378
42581,434936.0492336403,7766279.027680653,44.76475255317544,0.06868320399202905,44.936302,1,0.17154963188315264,0.10286642789112359
42582,434934.0519730461,7766298.93403091,44.6574178131828,0.0518289741866985,44.86737,1,0.20995279228594654,0.15812381809924805
42583,434932.0756396714,7766318.8423586525,44.61823725488591,0.05630982050093425,44.790134,1,0.17189717504572855,0.1155873545447943
42584,434930.126406551,7766338.7532711895,44.514461453527105,0.021466469063518512,44.708694,1,0.1942330044807079,0.1727665354171894
42585,434928.20954196155,7766358.667230287,44.49391311178583,0.023277397673275507,44.64485,1,0.15093857278448297,0.12766117511120748
42586,434926.3217593816,7766378.583976724,44.4297073486301,0.023753486161133368,44.56758,1,0.13787382812770943,0.11412034196657606
42588,434922.70621003956,7766418.432682339,44.3393730949028,0.014363428399831797,44.464966,1,0.12559272540970312,0.11122929700987133
42589,434920.95437323634,7766438.362346443,44.329554719867815,0.008659327371385363,44.493187,1,0.1636322308157787,0.15497290344439335
42590,434919.19871648634,7766458.291627841,44.34827151570589,0.038931272463149466,44.524525,1,0.17625317301481402,0.13732190055166454
42591,434917.4245940058,7766478.219172239,44.38275834442949,0.05095292467504902,44.5978,1,0.21504286406660356,0.16408993939155453
42592,434915.6199857439,7766498.143830738,44.503591665969736,0.061238968470824544,44.662235,1,0.15864359404002926,0.0974046255692047
42593,434913.78168379783,7766518.065300843,44.55229768139752,0.06289295755119965,44.728786,1,0.17648878710834026,0.1135958295571406
42594,434911.88505201903,7766537.981172992,44.610336480129334,0.0655075544302476,44.786427,1,0.1760900640601193,0.11058250962987169
42595,434909.90413070924,7766557.889070697,44.62566521723639,0.08259055143290439,44.815742,1,0.19007727543939268,0.10748672400648829
42596,434907.87299772317,7766577.792190149,44.68746284507297,0.06020209666006572,44.874863,1,0.18739982582546588,0.12719772916540018
42597,434905.826876577,7766597.693879295,44.72459858099869,0.03107153020725052,44.91719,1,0.19259197075912482,0.1615204405518743
42598,434903.7808330241,7766617.59556958,44.71603433468697,0.06464029567966459,44.88903,1,0.1729961218560021,0.10835582617633752
42599,434901.74798783695,7766637.4985316545,44.67049013369309,0.024671425654176314,44.859375,1,0.18888486630690693,0.1642134406527306
42600,434899.7373554696,7766657.403600282,44.65349293878043,0.024299828217797283,44.84519,1,0.1916952020887095,0.16739537387091222
42601,434897.7671012215,7766677.312463235,44.66272176472894,0.05803435233127863,44.847973,1,0.18525110514410414,0.12721675281282552
42602,434895.8695502053,7766697.228277133,44.644842632525624,0.043895370006988635,44.827305,1,0.18246220756226705,0.13856683755527843
42603,434894.0256717958,7766717.149187081,44.58491823271153,0.027477169442173686,44.807434,1,0.2225158493197199,0.19503867987754622
42604,434892.20418277424,7766737.072239303,44.66044894669372,0.047770973550289746,44.819565,1,0.15911587264221794,0.11134489909192818
42605,434890.3943559109,7766756.996381201,44.60995473950233,0.040185232586971646,44.7979,1,0.1879464140621252,0.14776118147515355
42607,434886.76647757407,7766796.843924101,44.5387008605767,0.025273867255497535,44.718864,1,0.18016358034127222,0.15488971308577468
