time,x,y,lidar_height,lidar_snow_depth,is2_height,h_sigma,beam,residual,snow_depth_residual,lon,lat,geometry
2022-03-04 02:48:03.990717952,435641.27260232077,7773433.10549355,34.35497277970096,0.518501733088755,34.7663836009779,0.010253275428292864,5,0.41141082127694517,-0.10709091181180985,-148.69108468301053,70.05978469380014,POINT (-148.69108468301053 70.05978469380014)
2022-03-04 02:48:03.992127744,435639.78815463866,7773423.207153657,34.39982530321035,0.45670267575958357,34.765763564326,0.00982765977886881,5,0.36593826111565164,-0.09076441464393192,-148.6911164523391,70.05969560328751,POINT (-148.6911164523391 70.05969560328751)
2022-03-04 02:48:03.993536256,435638.295667977,7773413.3233089205,34.42393127870238,0.46458682231836146,34.81457466830865,0.009877548396579497,5,0.390643389606268,-0.07394343271209347,-148.6911484430789,70.05960664069242,POINT (-148.6911484430789 70.05960664069242)
2022-03-04 02:48:03.994946304,435636.7907885847,7773403.428091947,34.558627254919,0.45917353674465095,34.88829932241352,0.00882151246947527,5,0.3296720674945206,-0.12950146925013034,-148.69118075070813,70.05951757307596,POINT (-148.69118075070813 70.05951757307596)
2022-03-04 02:48:03.996352768,435635.27706751035,7773393.547478029,34.62343506788994,0.4233606808614739,34.922227271866184,0.009017174803672734,5,0.29879220397624096,-0.12456847688523293,-148.69121330090104,70.05942863414421,POINT (-148.69121330090104 70.05942863414421)
2022-03-04 02:48:03.997764608,435633.7593703977,7773383.65422395,34.54930376242905,0.5144591891740141,34.94268142061285,0.010134099878840272,5,0.39337765818380177,-0.12108153099021235,-148.6912459460208,70.05933958092004,POINT (-148.6912459460208 70.05933958092004)
2022-03-04 02:48:03.999172096,435632.22350915684,7773373.776951881,34.59676483828106,0.5233227341137066,34.96188276096045,0.009477565622695394,5,0.3651179226793886,-0.15820481143431797,-148.6912790795204,70.05925066642101,POINT (-148.6912790795204 70.05925066642101)
2022-03-04 02:48:04.000584192,435630.65038973995,7773363.892094258,34.61964643830328,0.5143440021281768,34.99179432679111,0.008594936042605037,5,0.37214788848783087,-0.1421961136403459,-148.6913131856394,70.05916167465445,POINT (-148.6913131856394 70.05916167465445)
2022-03-04 02:48:04.001996800,435629.0646423256,7773354.022428608,34.58162332066834,0.5658089852825853,35.03431967016317,0.008410201786171275,5,0.45269634949482906,-0.11311263578775621,-148.69134763416392,70.05907281590845,POINT (-148.69134763416392 70.05907281590845)
2022-03-04 02:48:04.003407360,435627.47099821677,7773344.140648395,34.61594129982171,0.5198571014201216,35.06617818810054,0.008960956358894342,5,0.45023688827882324,-0.0696202131412984,-148.69138228093863,70.05898384660476,POINT (-148.69138228093863 70.05898384660476)
2022-03-04 02:48:04.004818688,435625.8761164099,7773334.27241159,34.72625515392101,0.5070137286840385,35.091482210014945,0.009519475429495761,5,0.3652270560939357,-0.1417866725901028,-148.69141696979605,70.05889499837879,POINT (-148.69141696979605 70.05889499837879)
2022-03-04 02:48:04.006232064,435624.2782522317,7773324.391329281,34.81186999523776,0.47692481478125714,35.14828556884986,0.009691579722768108,5,0.3364155736121006,-0.14050924116915653,-148.6914517273151,70.05880603426617,POINT (-148.6914517273151 70.05880603426617)
2022-03-04 02:48:04.007642368,435622.68360413396,7773314.522996887,34.78512795034682,0.4881944726763924,35.21413354802944,0.009470330274110095,5,0.42900559768261814,-0.05918887499377423,-148.69148640938042,70.05871718522708,POINT (-148.69148640938042 70.05871718522708)
2022-03-04 02:48:04.009053952,435621.0896503067,7773304.6413336685,34.7954666267277,0.543238834645938,35.232705199289825,0.009446539631477166,5,0.43723857256212284,-0.10600026208381519,-148.69152106320377,70.05862821686614,POINT (-148.69152106320377 70.05862821686614)
2022-03-04 02:48:04.010463488,435619.5028830805,7773294.771812091,34.80885856901196,0.5089775231423519,35.240779536927874,0.00864798935034382,5,0.4319209679159144,-0.0770565552264375,-148.6915555368661,70.05853935911468,POINT (-148.6915555368661 70.05853935911468)
2022-03-04 02:48:04.011874816,435617.92121005664,7773284.888289956,34.781108201115636,0.5646717297764088,35.2661058301156,0.008037309708505323,5,0.4849976289999631,-0.07967410077644566,-148.69158986625825,70.0584503771333,POINT (-148.69158986625825 70.0584503771333)
