time,lat,lon,x,y,beam,is2_height,n_fit_photons,h_sigma,dh_fit_dx,lidar_height,lidar_snow_depth,is2_snow_depth,geometry,snow_depth_residual
2022-03-04 02:48:04.652993792,70.01795098050852,-148.70626597093653,434933.06118064065,7768785.587886215,50,41.80199297075703,102,0.014123323394035632,0.007599423832313783,41.297149806172406,0.46108921899393535,0.5048431645846208,POINT (-148.70626597093653 70.01795098050852),0.043753945590685406
2022-03-04 02:48:04.653693952,70.01790651274948,-148.70628232042824,434932.2990665742,7768780.648083162,50,41.822739612513246,106,0.012476508459191857,0.0018950125488585413,41.293357154404816,0.5384419700339442,0.5293824581084294,POINT (-148.70628232042824 70.01790651274948),-0.009059511925514796
2022-03-04 02:48:04.654394112,70.01786204900421,-148.70629865009312,434931.53771833086,7768775.708706652,50,41.84429839904077,103,0.011506029543163961,0.008390002896618535,41.28623841582646,0.5585501205383205,0.5580599832143065,POINT (-148.70629865009312 70.01786204900421),-0.0004901373240140394
2022-03-04 02:48:04.655095296,70.01781758531406,-148.7063149557769,434930.77728194324,7768770.769310946,50,41.876144585815425,91,0.01353802409143863,0.00220406676038184,41.28045608650782,0.6727463782894754,0.5956884993076059,POINT (-148.7063149557769 70.01781758531406),-0.07705787898186944
2022-03-04 02:48:04.655797760,70.0177729977547,-148.70633128751456,434930.01546302123,7768765.816134396,50,41.89723039456797,96,0.014929121903267374,0.005056884844577623,41.28627644421958,0.7007982315338314,0.6109539503483887,POINT (-148.70633128751456 70.0177729977547),-0.08984428118544263
2022-03-04 02:48:04.656497664,70.01772852637534,-148.70634755532532,434929.2564413554,7768760.875841581,50,41.90663073480481,113,0.013285344439499745,-0.0020215778075992046,41.28798315549821,0.638550358327328,0.6186475793065966,POINT (-148.70634755532532 70.01772852637534),-0.019902779020731343
2022-03-04 02:48:04.657200128,70.01768405904616,-148.70636380719114,434928.4980376441,7768755.935983511,50,41.87609736894646,98,0.014762385196731056,-0.00686897393004722,41.31177350071089,0.5817551826054788,0.5643238682355687,POINT (-148.70636380719114 70.01768405904616),-0.017431314369910078
2022-03-04 02:48:04.657899264,70.01763959536416,-148.70638010719622,434927.73780735757,7768750.996583666,50,41.84684191213425,95,0.013660261327235043,0.003713315101343446,41.2879359901824,0.6761520289865331,0.5589059219518546,POINT (-148.70638010719622 70.01763959536416),-0.11724610703467853
2022-03-04 02:48:04.658602240,70.01759500806978,-148.70639644466024,434926.9757604847,7768746.043443784,50,41.85264345276578,95,0.012820471341115604,0.001805537612212642,41.29967738126692,0.6096890174132408,0.5529660714988651,POINT (-148.70639644466024 70.01759500806978),-0.056722945914375655
2022-03-04 02:48:04.659304704,70.01755053028832,-148.70641256261902,434926.222421704,7768741.102278316,50,41.839856542467416,86,0.014987214547529638,-0.0018136379958066814,41.315608069873605,0.5538105759487926,0.5242484725938112,POINT (-148.70641256261902 70.01755053028832),-0.02956210335498133
2022-03-04 02:48:04.660008704,70.01750605232745,-148.70642855265706,434925.47395692696,7768736.160956544,50,41.86959431733204,96,0.013604627437887115,0.015031194117423648,41.326384369130146,0.5574304141429968,0.5432099482018913,POINT (-148.70642855265706 70.01750605232745),-0.014220465941105487
2022-03-04 02:48:04.660712192,70.01746157426648,-148.70644452017925,434924.7263477267,7768731.219599826,50,41.90253969339095,105,0.011262319875642302,-0.009417247614083522,41.36364467920136,0.5939342732071665,0.5388950141895918,POINT (-148.70644452017925 70.01746157426648),-0.05503925901757467
2022-03-04 02:48:04.661417728,70.01741697277802,-148.70646051824957,434923.9771860306,7768726.264516302,50,41.88759335221378,100,0.010879017991516703,0.0028222810824499794,41.37389597517044,0.5701364665090761,0.5136973770433357,POINT (-148.70646051824957 70.01741697277802),-0.05643908946574039
2022-03-04 02:48:04.662123008,70.01737248709046,-148.706476449241,434923.2309407021,7768721.322270869,50,41.89697210837687,88,0.012537435348885049,-0.0029134948235871616,41.389459653976274,0.531777282531995,0.5075124544005973,POINT (-148.706476449241 70.01737248709046),-0.02426482813139763
2022-03-04 02:48:04.662826496,70.01732800591195,-148.70649235969432,434922.4854899477,7768716.380506423,50,41.90501348684659,91,0.014080239807305859,0.0011249316530459945,41.41219608828002,0.5109726348365393,0.49281739856657225,POINT (-148.70649235969432 70.01732800591195),-0.018155236269967068
2022-03-04 02:48:04.663532288,70.01728352426538,-148.70650825009517,434921.7407997221,7768711.438668635,50,41.9260307819905,111,0.011818147692486588,0.00477810936803484,41.459587516126376,0.49384697670364897,0.46644326586412177,POINT (-148.70650825009517 70.01728352426538),-0.027403710839527196
2022-03-04 02:48:04.664238080,70.01723891946111,-148.7065241671595,434920.9947059395,7768706.483129969,50,41.95451176098592,108,0.011119046662794287,0.008092195205088025,41.46970765247759,0.56318673103106,0.4848041085083352,POINT (-148.7065241671595 70.01723891946111),-0.07838262252272477
2022-03-04 02:48:04.664942592,70.01719443069378,-148.7065400258278,434920.25119825976,7768701.54046497,50,41.99374832257512,95,0.01356730854405584,0.007881709950437884,41.45949656456025,0.6274113978336352,0.5342517580148751,POINT (-148.7065400258278 70.01719443069378),-0.09315963981876008
