,lat,lon,x,y,beam,is2_height,lidar_height,lidar_snow_depth,is2_snow_depth,geometry,snow_depth_residual
697,70.10336,-148.58919,439645.1740326812,7778187.096615146,3,25.65652,25.270315626188726,0.515613357442207,0.38620521731713353,POINT (-148.5891876220703 70.10336303710938),-0.1294081401250735
698,70.10247,-148.58952,439629.83075550216,7778087.912653547,3,25.886374,25.55793477141481,0.3925459342938518,0.3284387484826503,POINT (-148.5895233154297 70.10247039794922),-0.0641071858112015
699,70.101585,-148.58984,439615.0880364247,7777989.56424233,3,26.315275,25.936540409296867,0.3772752317333086,0.37873478296387475,POINT (-148.58984375 70.1015853881836),0.0014595512305661251
700,70.10069,-148.59018,439599.7426282067,7777890.380485522,3,25.934772,25.370205826084522,0.5122194137586547,0.5645666653705561,POINT (-148.59017944335938 70.10069274902344),0.05234725161190146
701,70.0998,-148.5905,439584.97562940285,7777791.181703376,3,26.276228,25.29386131657572,0.9742476388392898,0.9823666344740865,POINT (-148.5904998779297 70.09980010986328),0.008118995634796677
702,70.098915,-148.59082,439570.22981156415,7777692.833586064,3,26.570541,25.962099351598464,0.6366868209682082,0.6084420302374731,POINT (-148.5908203125 70.09891510009766),-0.028244790730735048
703,70.09802,-148.59116,439554.88121701323,7777593.65013471,3,26.876823,25.736482276315154,1.1880969752783452,1.1403411489778144,POINT (-148.59115600585938 70.0980224609375),-0.04775582630053088
704,70.09714,-148.59149,439539.5537628608,7777495.317355205,3,26.63498,25.850203145944906,0.6978257179804793,0.7847761021019686,POINT (-148.59149169921875 70.09713745117188),0.08695038412148925
705,70.096245,-148.59181,439524.7826011327,7777396.118968019,3,26.605171,25.967736833685127,0.5936631120997644,0.6374343699281546,POINT (-148.59181213378906 70.09624481201172),0.0437712578283902
706,70.09535,-148.59213,439510.0104089543,7777296.920677873,3,26.547287,26.14175732663902,0.3720509458210533,0.40552966066566754,POINT (-148.59213256835938 70.09535217285156),0.03347871484461423
707,70.09447,-148.59247,439494.6797818433,7777198.58820336,3,26.726843,26.200050267814255,0.5032269734229782,0.5267926124347682,POINT (-148.59246826171875 70.09446716308594),0.023565639011789985
708,70.093575,-148.59279,439479.9055082828,7777099.390110746,3,26.778711,26.257373932265097,0.5704155717659974,0.52133738670463,POINT (-148.59278869628906 70.09357452392578),-0.04907818506136741
709,70.09268,-148.59311,439465.1302043012,7777000.192115196,3,26.956623,26.382454442131078,0.6053617380281505,0.5741686352615005,POINT (-148.59310913085938 70.09268188476562),-0.031193102766649994
