,x,y,lidar_height,lidar_snow_depth,is2_height,beam,residual,snow_depth_residual
7031,440799.0963572232,7774357.8236313965,26.568771996931293,0.03496055308186272,26.646461,3,0.07768948988511326,0.04272893680325054
7034,440769.5625139952,7774656.474124047,28.611023769641655,0.01297378621909785,28.746979,3,0.13595499012397028,0.12298120390487242
7035,440759.9207159899,7774756.302972994,28.573177576392965,0.033715536428976046,28.69003,3,0.11685156789414464,0.0831360314651686
7036,440750.25823288225,7774855.2812961675,28.422287078124775,0.04499521967032263,28.49796,3,0.07567205883811567,0.030676839167793048
7038,440730.3997673203,7775054.954085193,28.019934138740457,0.031074700429085944,28.084185,3,0.06425050786598874,0.03317580743690279
7039,440720.7404787241,7775153.932561327,27.793604311501063,0.04005851752257591,27.88344,3,0.08983570619913195,0.04977718867655604
7040,440711.1040100563,7775253.761663438,27.63191041087773,0.02857378185572639,27.785494,3,0.15358343983027822,0.12500965797455182
7041,440701.4686041221,7775353.590815652,27.53124700527709,0.03771314499657334,27.631233,3,0.09998621005494002,0.062273065058366675
7042,440691.834260931,7775453.420017957,27.328331016352465,0.030292725147847928,27.456709,3,0.12837789172859004,0.09808516658074212
7045,440662.33581916994,7775752.072207657,26.846668737277774,0.025531022518892773,26.971354,3,0.12468479360601492,0.09915377108712214
7046,440651.5240041016,7775851.080758583,26.535676382449406,0.04031076111410841,26.704172,3,0.1684957519500081,0.12818499083589968
7047,440641.8950405293,7775950.910218747,26.54977820722273,0.04201204862755665,26.667604,3,0.11782623918840329,0.07581419056084665
7048,440632.24533593253,7776049.889153302,25.936860242377648,0.031186496902927897,26.039185,3,0.10232432793485202,0.07113783103192413
7049,440623.19839316583,7776149.7038452355,25.96934406205042,0.05744916315233408,26.086102,3,0.11675746993200065,0.059308306779666566
7050,440612.99271359947,7776249.548323843,25.786125065071445,0.11569925388292171,25.963612,3,0.17748653771175782,0.06178728382883611
7052,440593.72252033785,7776448.357118876,25.472370527317377,0.1146838289858515,25.694027,3,0.22165641970410732,0.10697259071825582
7053,440583.52012441395,7776548.201757652,25.536392374399945,0.0165099558927862,25.522833,3,-0.01355950391654659,-0.030069459809332788
7055,440564.25633498246,7776747.010857748,25.015909377951722,0.09885397030541211,25.092289,3,0.07637959299554353,-0.02247437730986858
7056,440554.63694806816,7776846.8407705305,24.810558121936115,0.10012389293187232,24.894272,3,0.08371372864982263,-0.016410164282049694
7057,440544.4389237298,7776946.685621854,24.65517159729191,0.07582450824082614,24.805992,3,0.15082052917293254,0.0749960209321064
7058,440534.22016181855,7777045.679952829,24.57985772343935,0.04042511036606841,24.642035,3,0.06217680720029861,0.0217516968342302
7059,440524.60400893167,7777145.510020488,24.469683584187003,0.022831947309742685,24.54475,3,0.07506662943604425,0.05223468212630157
7060,440514.9889189439,7777245.340138085,24.528105849927158,0.05023693112608422,24.561653,3,0.03354728727987322,-0.016689643846211
7061,440505.3530276261,7777344.319730241,24.436491340531028,0.07307178729049442,24.526955,3,0.09046331034787869,0.01739152305738427
7062,440495.1604831049,7777444.164849048,24.367772814239004,0.08239377243445997,24.468117,3,0.10034394601490249,0.017950173580442513
7063,440484.96905149566,7777544.010022892,24.36172731751828,0.11279976549640774,24.448008,3,0.08628026609988382,-0.026519499396523927
7143,437940.4788250841,7770112.96548095,37.06286202076903,0.03922715318330249,37.18203,5,0.11916770335206195,0.07994055016875945
7144,437930.9285829327,7770212.806054456,36.853262165401475,0.031021410510361943,37.006516,5,0.1532533375282128,0.12223192701785085
7145,437920.79804037686,7770312.662216879,36.75655341275505,0.022817717910387288,36.87966,5,0.12310814730354025,0.10029042939315297
7146,437910.64587100234,7770411.667883902,36.479269616358295,0.04447150680621442,36.568817,5,0.08954752231358043,0.04507601550736601
7147,437901.6801775461,7770511.493065014,36.04992521434376,0.053134528439774,36.142433,5,0.09250795216014751,0.03937342372037351
7149,437881.40402096655,7770710.355209594,35.6749671825429,0.035369802661215845,35.79129,5,0.11632310066022455,0.08095329799900872
7151,437862.3174896103,7770910.037010446,35.23061731587133,0.06466051695957255,35.37062,5,0.14000341166773467,0.07534289470816212
7152,437852.7530509729,7771009.027435036,34.93850632969759,0.0326784812079612,35.06624,5,0.12773207362272387,0.09505359241476267
7153,437842.6312744425,7771108.884018269,34.99908940103853,0.05403456774736178,35.191753,5,0.19266398641264004,0.13862941866527825
7154,437833.0917504545,7771208.725093054,34.987657730520226,0.04797337367202001,35.149857,5,0.1621988368625864,0.1142254631905664
7155,437822.9493933529,7771307.731232616,34.73806767642234,0.028231026297996897,34.943,5,0.20493311703469175,0.17670209073669485
7156,437812.83092669526,7771407.587975798,34.575254346434534,0.01472022977809511,34.710705,5,0.13545045703226322,0.1207302272541681
7157,437803.2946378541,7771507.429202779,34.37728834463067,0.01713085306800044,34.38998,5,0.01269197153143864,-0.004438881536561801
7159,437784.20244936156,7771706.261254588,34.36486920447474,0.02240021231084633,34.500675,5,0.13580599694127216,0.11340578463042583
7160,437774.08835594694,7771806.11820653,34.169220419861325,0.008094533271688058,34.31768,5,0.14845993902539334,0.1403654057537053
7161,437764.53353057936,7771905.10908293,33.972778944799835,0.016450949818013323,34.116623,5,0.14384398000485277,0.12739303018683945
7162,437754.42163392616,7772004.966140525,33.90161431660551,0.06220471332836248,33.982857,5,0.08124243388277108,0.019037720554408603
7163,437744.8917656408,7772104.807666716,33.63961804757005,0.0360078132148914,33.77578,5,0.1361616765510405,0.10015386333614909
7164,437735.3401365935,7772203.798692736,33.419582104082565,0.039901901871508376,33.600544,5,0.18096187174751321,0.14105996987600483
7165,437725.2315250611,7772303.6559074195,33.1913781028541,0.037249095593223466,33.333553,5,0.14217521135488198,0.10492611576165851
7166,437715.1240268529,7772403.5131761795,33.02573588101177,0.033763494527169036,33.121155,5,0.09541890414448062,0.061655409617311585
7168,437695.4703176373,7772602.361728531,32.823824749416474,0.0016021446985835927,32.921898,5,0.09807313876711987,0.09647099406853628
7169,437685.946895205,7772702.203556093,32.78826306083192,0.01199713019766507,32.86777,5,0.07950808784971741,0.06751095765205234
7175,437628.2023251058,7773299.570067074,31.810486397038034,0.0031672712694972333,31.84944,5,0.038953223933646086,0.03578595266414885
7176,437618.6634821133,7773398.561690806,31.607090062602794,0.013767751057913776,31.698631,5,0.09154122401830023,0.07777347296038645
7177,437607.9874455764,7773498.435153917,31.422670255662112,0.009697907662519012,31.5296,5,0.10692988777050516,0.09723198010798614
7178,437598.47365502745,7773598.277429245,31.34192190122485,0.021608609246339974,31.427713,5,0.08579149294018862,0.06418288369384864
7179,437588.9380335174,7773697.269204688,31.13287634997201,0.015205857359876954,31.230373,5,0.09749703259635112,0.08229117523647417
7180,437578.84587376856,7773797.127206225,30.830934935537613,0.020085480363089516,30.920536,5,0.08960110572215285,0.06951562535906333
7181,437568.7548274775,7773896.985261707,30.438371494360013,0.007261967669199049,30.582344,5,0.1439725608157687,0.13671059314656966
7182,437559.22242752905,7773995.977188782,30.340345571042807,0.057881088677996254,30.516043,5,0.175697138307779,0.11781604962978275
