time,x,y,lidar_height,lidar_snow_depth,is2_height,h_sigma,is2_slope,beam,residual,snow_depth_residual,land_cover_value,land_cover
2022-12-05 00:54:30.994082816,434657.88587993564,7769196.65567751,40.955579875838495,0.04937408244125142,40.98940085043508,0.010924202934044043,-0.0023241542190891554,1,0.03382097459658695,-0.015553107844664467,51.0,Shrub
2022-12-05 00:54:30.995497472,434656.96002327726,7769206.622978619,40.80714872572317,0.04623868126726897,40.98189978830004,0.010321320469437937,-0.002875802637780924,1,0.174751062576874,0.12851238130960504,51.0,Shrub
2022-12-05 00:54:30.996909568,434656.0318286688,7769216.575617584,40.834212682216254,0.04041362265507797,40.95902305317622,0.010109188311401928,-0.004289985811295456,1,0.12481037095996328,0.0843967483048853,51.0,Shrub
2022-12-05 00:54:30.998318592,434655.08787341666,7769226.541100631,40.77475306468615,0.023497669415291914,40.92375676547039,0.00995082733536219,-0.002800357861880948,1,0.14900370078423464,0.12550603136894273,51.0,Shrub
2022-12-05 00:54:30.999727360,434654.123560295,7769236.490392939,40.749692414195195,0.029051270596154692,40.9151185942919,0.009336762087914783,0.0009138102725919094,1,0.16542618009670207,0.13637490950054737,51.0,Shrub
2022-12-05 00:54:31.001136128,434653.14936022856,7769246.453003384,40.74594041381137,0.030737314200294297,40.90092759131444,0.00997506227327743,-0.0035205295713891063,1,0.15498717750307378,0.12424986330277948,51.0,Shrub
2022-12-05 00:54:31.002541312,434652.1703205851,7769256.400910768,40.71605428453784,0.015583579215377081,40.86853232255296,0.010331608628830357,-0.0019826466206193456,1,0.1524780380151185,0.1368944587997414,51.0,Shrub
2022-12-05 00:54:31.006754304,434649.20285587915,7769286.270201152,40.699105563747175,0.018637366950151304,40.82853086832042,0.00949551562289187,-0.006344554889195333,1,0.12942530457324608,0.11078793762309477,51.0,Shrub
2022-12-05 00:54:31.008155904,434648.2090480888,7769296.216717129,40.70206243707818,0.023860098361584616,40.79819869459691,0.010480328033244425,-0.0007900039047877266,1,0.09613625751872945,0.07227615915714483,51.0,Shrub
2022-12-05 00:54:31.009556224,434647.2125290968,7769306.177204798,40.66870043135968,0.006762420907717347,40.792657647483736,0.009906319066440477,-0.002596955828630262,1,0.12395721612405453,0.11719479521633717,51.0,Shrub
2022-12-05 00:54:31.015151616,434643.23643742886,7769345.991638936,40.71134796670521,0.017402565430775063,40.868191619783346,0.009867480683471512,0.008132298304807791,1,0.15684365307813408,0.13944108764735902,51.0,Shrub
2022-12-05 00:54:31.016549632,434642.2461161,7769355.938434043,40.70327370425582,0.01692475496317324,40.905817736033754,0.009977334871782638,0.004056834034561818,1,0.2025440317779328,0.18561927681475954,51.0,Shrub
2022-12-05 00:54:31.017947136,434641.26143888704,7769365.900075474,40.70763155120504,0.04942846061415866,40.89204584616894,0.010167652973994029,-0.003622688428643902,1,0.18441429496390072,0.13498583434974204,51.0,Shrub
2022-12-05 00:54:31.020737792,434639.329553693,7769385.812600491,40.63693242904681,0.009400276915441243,40.79450207490148,0.009704753027563368,0.004564583129124263,1,0.1575696458546716,0.14816936893923036,51.0,Shrub
2022-12-05 00:54:31.022131200,434638.3719467187,7769395.76253157,40.64298191296037,0.034589921950284645,40.80929101942672,0.009834570900170944,-0.003153374538594946,1,0.16630910646635044,0.1317191845160658,51.0,Shrub
2022-12-05 00:54:31.023527680,434637.41716805863,7769405.727016686,40.64457895359533,0.018057542575337787,40.793826658757034,0.01006091275866531,-0.00011875515634304566,1,0.14924770516170582,0.13119016258636804,51.0,Shrub
2022-12-05 00:54:31.024923136,434636.4673917332,7769415.677666383,40.63766619778681,0.018959286896559388,40.77921471050315,0.010038493568930882,-0.0012573031209794582,1,0.14154851271634072,0.12258922581978134,51.0,Shrub
2022-12-05 00:54:31.026320896,434635.5196526025,7769425.642837001,40.614794440056315,0.01508467197039074,40.77728343532966,0.009622522072689488,0.00012436788185127558,1,0.1624889952733426,0.14740432330295186,51.0,Shrub
2022-12-05 00:54:31.027718912,434634.576229631,7769435.594062285,40.59072826202383,0.018513120913664784,40.78702829892156,0.009184748801655446,-0.0015621870545056262,1,0.1963000368977319,0.17778691598406712,51.0,Shrub
2022-12-05 00:54:31.029121024,434633.6346142216,7769445.559781606,40.6150677441521,0.03380235760190878,40.76719858806839,0.010120719324847002,-0.0035693080360910726,1,0.1521308439162894,0.11832848631438062,51.0,Shrub
2022-12-05 00:54:31.030521344,434632.69691737235,7769455.51161049,40.555324222865266,0.029669101561484182,40.729081153105554,0.00994160395753275,-0.003006560226644154,1,0.1737569302402875,0.14408782867880332,51.0,Shrub
2022-12-05 00:54:31.031927040,434631.76007615094,7769465.477790613,40.51853326304568,0.019147227445216897,40.68712088577648,0.00949089238206916,-0.0035811341387397243,1,0.1685876227307972,0.14944039528558029,51.0,Shrub
2022-12-05 00:54:31.033333248,434630.82654137537,7769475.4299961375,40.46002730855465,0.029615430178575812,40.62498229913604,0.01107293929941743,-0.008063401548312069,1,0.16495499058139274,0.13533956040281692,51.0,Shrub
2022-12-05 00:54:31.034740224,434629.8931115331,7769485.396496501,40.42955713257081,0.017950876963947364,40.571555476281404,0.011742558435441152,-0.003991576120209544,1,0.14199834371059694,0.12404746674664957,51.0,Shrub
2022-12-05 00:54:31.036149504,434628.9638442839,7769495.349108755,40.348265450294306,0.03360301539905692,40.51661313126549,0.011472343317336422,-0.007167529187152626,1,0.16834768097118058,0.13474466557212367,51.0,Shrub
2022-12-05 00:54:31.037560832,434628.0348292786,7769505.315995218,40.261338870789885,0.022865810973224685,40.4542138094731,0.010179609335253963,-0.0033227364186511174,1,0.19287493868321803,0.17000912770999335,51.0,Shrub
2022-12-05 00:54:31.038976000,434627.09979457664,7769515.268082912,40.21870693636599,0.010423998434829392,40.385890812723595,0.009383359808746822,-0.008625840743679794,1,0.1671838763576048,0.1567598779227754,51.0,Shrub
2022-12-05 00:54:31.043238912,434624.27937042667,7769545.151404152,40.0856086220452,0.02201915396543978,40.22764020043389,0.010226733263930624,-0.00652799419528241,1,0.14203157838868918,0.1200124244232494,51.0,Shrub
2022-12-05 00:54:31.044660224,434623.34304339124,7769555.103316663,40.04512141105568,0.012410125998122435,40.203925234447844,0.010350366643697732,0.0005198777767264896,1,0.15880382339216226,0.14639369739403982,51.0,Shrub
2022-12-05 00:54:31.046085632,434622.40727381303,7769565.069636152,40.004180764736084,0.01186066157685967,40.192369417553806,0.009322379194496707,-0.0028080256086852034,1,0.1881886528177219,0.17632799124086224,51.0,Shrub
2022-12-05 00:54:31.048930304,434620.54370057804,7769584.9886173885,39.93243425409388,0.017490931029992357,40.12739506996496,0.009436274338559867,-0.0017664463834436447,1,0.1949608158710845,0.17746988484109213,51.0,Shrub
2022-12-05 00:54:31.050353408,434619.61602580553,7769594.941412303,39.92384145613206,0.038969799082004916,40.093899496681004,0.00959684580460001,-0.004458638792588435,1,0.1700580405489447,0.13108824146693976,51.0,Shrub
2022-12-05 00:54:31.051776768,434618.6893072307,7769604.908559416,39.90867895754239,0.03758762001865438,40.04810560521692,0.009808383201606354,-0.0050121090389843945,1,0.13942664767452584,0.10183902765587147,51.0,Shrub
2022-12-05 00:54:31.053197312,434617.76589561853,7769614.861713497,39.844265309180486,0.021616420256854434,40.016658613151805,0.009565717862894538,-0.0030195593969988767,1,0.1723933039713188,0.15077688371446438,51.0,Shrub
2022-12-05 00:54:31.054619136,434616.84324142145,7769624.829281903,39.81045324501641,0.031995636993202986,39.97546186028082,0.009814728000547057,-0.006468890668247765,1,0.16500861526440502,0.13301297827120204,51.0,Shrub
2022-12-05 00:54:31.056036608,434615.9219401741,7769634.782597663,39.737994112159086,0.02907244707336673,39.93507263888425,0.01025929042123208,-0.003732453397619478,1,0.19707852672516424,0.1680060796517975,51.0,Shrub
2022-12-05 00:54:31.058870272,434614.08881770377,7769654.70451533,39.619872851008594,0.03158285891788838,39.82258259746293,0.008958643444170673,-0.0067836139231835365,1,0.2027097464543388,0.17112688753645044,51.0,Shrub
2022-12-05 00:54:31.061692928,434612.2909436851,7769674.629783686,39.47890507873447,0.03543919283847961,39.63640202265623,0.011930423699747401,-0.012973436887445572,1,0.15749694392175684,0.12205775108327722,51.0,Shrub
2022-12-05 00:54:31.063103232,434611.3888651154,7769684.599289156,39.2390289482411,0.029093463136834936,39.42110400475716,0.014301504364281669,-0.03261219142502726,1,0.18207505651606226,0.15298159337922732,51.0,Shrub
2022-12-05 00:54:31.074318336,434603.957055702,7769764.277540565,38.06625150930816,0.04651877041220673,38.26989696013811,0.00839534854161644,-0.005262179729536386,1,0.20364545082995278,0.15712668041774605,51.0,Shrub
2022-12-05 00:54:31.075713792,434602.99187123653,7769774.22670479,38.03426203410693,0.048845647451090685,38.22894520706161,0.008837048811510831,-0.003336704112015696,1,0.19468317295467585,0.14583752550358517,51.0,Shrub
2022-12-05 00:54:31.077112320,434602.024946562,7769784.190051351,38.00407917782475,0.047158996922223445,38.19414241439467,0.0086965630286292,-0.003247330454811754,1,0.19006323656991952,0.14290423964769608,51.0,Shrub
2022-12-05 00:54:31.078507008,434601.03835212963,7769794.137176609,38.00027178397805,0.042532051386234865,38.18469287328987,0.009014941549050704,0.0020081395788991885,1,0.18442108931181878,0.1418890379255839,52.0,Shrub
2022-12-05 00:54:31.079901184,434600.0185440506,7769804.09550857,37.991735422563494,0.037225037607452834,38.1932822536917,0.008585720008520445,-0.0014917013515422797,1,0.20154683112820493,0.1643217935207521,52.0,Shrub
2022-12-05 00:54:31.081294848,434598.994946943,7769814.039128916,38.00052319452342,0.016471173629205752,38.17980438168773,0.008959873836770143,-0.0018818647561365538,1,0.17928118716431385,0.1628100135351081,52.0,Shrub
2022-12-05 00:54:31.082689792,434597.96621701994,7769823.996612237,37.99045957191388,0.0013581575056857513,38.16506901035361,0.009774529043388084,-0.0008418678644257846,1,0.17460943843973098,0.17325128093404524,52.0,Shrub
2022-12-05 00:54:31.084083712,434596.93694808206,7769833.939693123,37.98230240698318,0.0024257233214067414,38.156308208965115,0.009537244350573041,-0.00021127235181255736,1,0.17400580198193438,0.17158007866052763,52.0,Shrub
2022-12-05 00:54:31.086878464,434594.87836006243,7769853.840222072,37.98598958027822,0.011107472094034497,38.12230466125888,0.010098673738396412,-0.002438536975771819,1,0.13631508098065837,0.12520760888662386,51.0,Shrub
2022-12-05 00:54:31.088279296,434593.85234496614,7769863.7978542335,37.973312295635665,0.025302593685542916,38.123879564340086,0.009755510950493318,0.0002789489791791079,1,0.15056726870442105,0.12526467501887814,51.0,Shrub
2022-12-05 00:54:31.089680384,434592.8323574042,7769873.741873545,37.97211833448182,0.01724611758043404,38.12976532034635,0.00949160031636995,0.0005866868893821937,1,0.15764698586453108,0.14040086828409704,51.0,Shrub
2022-12-05 00:54:31.091086080,434591.8175636513,7769883.700685731,37.96198978855331,0.006590562545459652,38.14533739226829,0.008974510537287607,0.0019511242439902493,1,0.18334760371497794,0.1767570411695183,51.0,Shrub
2022-12-05 00:54:31.100975872,434585.022195354,7769953.384188053,38.079781658965715,0.04412863642201446,38.26080586451701,0.010770964585096904,0.0064109448187238075,1,0.18102420555129584,0.13689556912928139,51.0,Shrub
2022-12-05 00:54:31.102402048,434584.1117171982,7769963.352877313,38.124497463617374,0.048911487761685656,38.30729518325676,0.008919041664976611,0.0011855394954152932,1,0.18279771963938884,0.13388623187770318,51.0,Shrub
2022-12-05 00:54:31.103827456,434583.2091714808,7769973.30802181,38.18229428803777,0.06209525670310266,38.33012317224563,0.009171632314230486,0.0038539263643824623,1,0.14782888420786122,0.08573362750475856,51.0,Shrub
2022-12-05 00:54:31.105254400,434582.31060433196,7769983.277805657,38.16344249437557,0.061213699511590516,38.3458915547714,0.008863483961362224,0.0015851073427340593,1,0.1824490603958253,0.1212353608842348,52.0,Shrub
2022-12-05 00:54:31.108110080,434580.5232821045,7770003.204119243,38.225375834974386,0.05552505994082493,38.36840001965019,0.009290229267642228,0.0016045741601700373,1,0.14302418467580225,0.08749912473497731,52.0,Shrub
2022-12-05 00:54:31.109536512,434579.63150902116,7770013.160273048,38.14856665049794,0.05171657868879336,38.337600738646515,0.00967723629247915,-0.00537407231016857,1,0.18903408814857414,0.13731750945978077,52.0,Shrub
2022-12-05 00:54:31.113815296,434576.9383685018,7770043.055665293,38.144057390267136,0.06523396020989394,38.33195487084637,0.009059871187457038,-0.003149725239244347,1,0.18789748057923106,0.12266352036933711,52.0,Shrub
2022-12-05 00:54:31.115237376,434576.03210459213,7770053.010463656,38.16850121977859,0.058648430366555926,38.33189153506778,0.009214336815900582,0.0017990799852035646,1,0.1633903152891918,0.10474188492263586,52.0,Shrub
2022-12-05 00:54:31.116659712,434575.12223609595,7770062.979178118,38.171773119333864,0.05261963489575347,38.33665461914069,0.00880191492759595,-0.0009290016874873404,1,0.16488149980682465,0.11226186491107118,31.0,Barren Land
2022-12-05 00:54:31.118078208,434574.2015819919,7770072.932619401,38.11989936775998,0.05892883593476832,38.303603578715474,0.009114364428111827,-0.004942343599560529,1,0.18370421095549716,0.12477537502072884,31.0,Barren Land
2022-12-05 00:54:31.120907008,434572.30831594625,7770092.848840861,38.07512886595807,0.05434477552613645,38.24989505597983,0.010030210156768206,-0.002585356891132262,1,0.17476619002175653,0.12042141449562008,31.0,Barren Land
2022-12-05 00:54:31.122319360,434571.3482210733,7770102.812832331,38.064088583071964,0.0578973809347473,38.22167745620004,0.010620525833176795,-0.002917585055813054,1,0.157588873128077,0.0996914921933297,31.0,Barren Land
2022-12-05 00:54:31.123727360,434570.3828652651,7770112.761967047,38.00147727874413,0.05620670252528443,38.17088912497573,0.010758104224352322,-0.005226295648845828,1,0.169411846231597,0.11320514370631257,31.0,Barren Land
2022-12-05 00:54:31.125134336,434569.40977529885,7770122.724714199,37.98130611873309,0.04863140532895828,38.13943551441773,0.010004326352888573,-0.0005814211934692886,1,0.15812939568463946,0.10949799035568118,31.0,Barren Land
2022-12-05 00:54:31.126539776,434568.43242779456,7770132.672758799,37.96572977228032,0.05473417029865247,38.1345662519858,0.008902496967231055,-0.0015958070839687825,1,0.1688364797054831,0.11410230940683064,31.0,Barren Land
2022-12-05 00:54:31.127943936,434567.449314498,7770142.634536726,37.92439183746495,0.03293419176497345,38.10252285621796,0.00963452104455796,-0.006227072127819741,1,0.17813101875300674,0.1451968269880333,52.0,Shrub
2022-12-05 00:54:31.141926912,434557.5554847914,7770242.174970062,37.896280583295834,0.002053957086726492,38.09341627812778,0.010519374865138166,-0.0016896341871265187,1,0.1971356948319496,0.1950817377452231,51.0,Shrub
2022-12-05 00:54:31.143321344,434556.5788510297,7770252.123067872,37.9103058068563,0.023923061272620658,38.07851932841273,0.010957425423551267,0.0021589950001185804,1,0.16821352155643154,0.14429046028381087,52.0,Shrub
2022-12-05 00:54:31.144721408,434555.6073479854,7770262.0859827,37.911155631793605,0.03785071531431655,38.101648378760075,0.009836684993955463,0.0029014849860021508,1,0.1904927469664699,0.15264203165215334,52.0,Shrub
2022-12-05 00:54:31.146118144,434554.6449391815,7770272.035401736,37.91475485215065,0.02433076756481409,38.0842884502874,0.010331410059072118,-0.007207236272358785,1,0.16953359813675206,0.14520283057193797,52.0,Shrub
2022-12-05 00:54:31.147515648,434553.68977562734,7770281.999836403,37.90245693244717,0.008485692689009195,38.036346110732616,0.011612613848246833,-0.0018512694446233267,1,0.13388917828544322,0.12540348559643402,51.0,Shrub
2022-12-05 00:54:31.150315264,434551.80553625914,7770301.916878925,37.93686144371074,0.03877851014436404,38.08560344899031,0.010893735942527315,0.0036187623828924428,1,0.1487420052795727,0.10996349513520867,51.0,Shrub
2022-12-05 00:54:31.151717632,434550.87774579955,7770311.869624616,37.965011158890846,0.03883049266504388,38.108529625626765,0.010347250043383866,0.001336995780895356,1,0.1435184667359195,0.10468797407087563,51.0,Shrub
2022-12-05 00:54:31.153119744,434549.95765593764,7770321.837407611,37.961133606320715,0.03540028513063047,38.12303825111181,0.009183139375575083,0.0021157702073362128,1,0.16190464479109323,0.12650435966046275,51.0,Shrub
2022-12-05 00:54:31.154523392,434549.04780375946,7770331.791858863,38.02353612866116,0.05298473425202001,38.15196326270176,0.009954202480026915,0.00356101026163715,1,0.12842713404059936,0.07544239978857935,51.0,Shrub
2022-12-05 00:54:31.155927296,434548.14286983525,7770341.761079914,38.0440497191644,0.03728448187783024,38.1882573349243,0.00999533250689703,0.0011207775859116797,1,0.14420761575990326,0.10692313388207303,51.0,Shrub
2022-12-05 00:54:31.157333760,434547.24318097625,7770351.716477484,38.01467700852184,0.046370901401612416,38.215179845126116,0.008965254058887316,0.0021611112090914146,1,0.20050283660427226,0.15413193520265983,51.0,Shrub
2022-12-05 00:54:31.160151296,434545.5111397739,7770371.647998199,38.039986635649186,0.05059275714697345,38.2185463683874,0.009325290572562955,0.002368866952170571,1,0.1785597327382149,0.12796697559124146,51.0,Shrub
2022-12-05 00:54:31.161562112,434544.65947914694,7770381.62226737,38.069280043982005,0.047050614350457,38.236577143412745,0.009699351619352092,0.002269378998793393,1,0.16729709943074056,0.12024648508028356,51.0,Shrub
2022-12-05 00:54:31.162972416,434543.8110018517,7770391.582556239,38.084578817937086,0.049248296752302446,38.253880838537356,0.009763865613068506,0.0015933793846151145,1,0.16930202060027,0.12005372384796756,51.0,Shrub
2022-12-05 00:54:31.164386816,434542.96133480064,7770401.557033131,38.10430298736378,0.04124738863383039,38.27776030532702,0.009622248731183253,0.002528842497459234,1,0.1734573179632406,0.13220992932941023,51.0,Shrub
2022-12-05 00:54:31.165802496,434542.1112217901,7770411.517144883,38.10680328370127,0.05246656447623364,38.27795273985789,0.009777849611301286,-0.0029162366353714894,1,0.1711494561566198,0.11868289168038616,51.0,Shrub
2022-12-05 00:54:31.167215616,434541.2563385253,7770421.491089303,38.1024346582919,0.044038329944681945,38.263503742463165,0.009978071391465568,-0.0006893495873703829,1,0.16106908417126675,0.11703075422658481,51.0,Shrub
2022-12-05 00:54:31.168632320,434540.3972422811,7770431.45036803,38.09896765671013,0.03919472368330853,38.25774113212554,0.009846933604659311,-0.001382810785868101,1,0.15877347541540843,0.11957875173209989,51.0,Shrub
2022-12-05 00:54:31.170050048,434539.5299514934,7770441.423131911,38.08873356348083,0.01711341841615656,38.23970346362718,0.009706480099499119,-0.0023701310084086828,1,0.15096990014635026,0.1338564817301937,51.0,Shrub
2022-12-05 00:54:31.171465984,434538.6556197328,7770451.380987217,38.08532260111788,0.03349642161661803,38.24036469747351,0.010212338817181858,0.0015426323248905155,1,0.15504209635562916,0.12154567473901112,51.0,Shrub
2022-12-05 00:54:31.172883968,434537.77026408364,7770461.352086357,38.088178455269656,0.03819405789072658,38.24950214340727,0.00994791887715679,0.00010399200162516408,1,0.16132368813761389,0.1231296302468873,51.0,Shrub
2022-12-05 00:54:31.174301440,434536.87591692957,7770471.307975574,38.09774163382702,0.04055814055042835,38.264257986043916,0.008848791354662431,0.0036989375426370527,1,0.1665163522168953,0.12595821166646698,51.0,Shrub
2022-12-05 00:54:31.175719424,434535.96917814785,7770481.276998762,38.10205140005856,0.04173061791704509,38.26748104680615,0.008395301341110295,-0.0024007041476091545,1,0.1654296467475831,0.123699028830538,51.0,Shrub
2022-12-05 00:54:31.177137152,434535.0627626096,7770491.231775103,38.09843880040726,0.04082514804870132,38.26068433293649,0.009382462064912464,0.0007038914418776666,1,0.16224553252923357,0.12142038448053225,51.0,Shrub
2022-12-05 00:54:31.178556672,434534.1259866964,7770501.197943364,38.10851952641296,0.04389739527937768,38.26084285670807,0.010071226877697728,-0.003278329512890473,1,0.15232333029510414,0.10842593501572646,51.0,Shrub
2022-12-05 00:54:31.179974400,434533.15053896635,7770511.1461831555,38.115124235412026,0.026804513699274404,38.25005548836482,0.010041315517367519,-0.0006729316403944415,1,0.1349312529527964,0.108126739253522,51.0,Shrub
2022-12-05 00:54:31.181393408,434532.1649735865,7770521.107740166,38.10834055883443,0.017816008793270954,38.25965323970763,0.00939980953806309,0.003320055842340665,1,0.15131268087320393,0.133496672079933,51.0,Shrub
2022-12-05 00:54:31.182809088,434531.17347157677,7770531.054429863,38.107008622024196,0.02854459991268629,38.26706454667498,0.009755086858980027,-0.00017818836260853697,1,0.16005592465078422,0.13151132473809793,51.0,Shrub
2022-12-05 00:54:31.184225792,434530.17527140287,7770541.014806561,38.09462069949008,0.0408212662852158,38.26500778603266,0.009536580649965537,-0.001263263093274146,1,0.17038708654258272,0.12956582025736693,51.0,Shrub
2022-12-05 00:54:31.185643008,434529.17512601486,7770550.96065042,38.09016765035014,0.0257411851205331,38.25653225977892,0.008925610734765565,-0.003006268749841242,1,0.16636460942878273,0.14062342430824962,51.0,Shrub
2022-12-05 00:54:31.187059712,434528.1720052871,7770560.920526571,38.10255526513446,0.030876289137764013,38.24684579246009,0.008906553715463844,0.00019799122111891553,1,0.14429052732563008,0.11341423818786607,51.0,Shrub
2022-12-05 00:54:31.188472576,434527.1704248241,7770570.86627714,38.09799873590674,0.031204884604428988,38.26158477037563,0.008468134499427151,0.0017631957639143003,1,0.1635860344688851,0.1323811498644561,51.0,Shrub
2022-12-05 00:54:31.189887744,434526.16955617664,7770580.826376142,38.10030952292932,0.03775164713175541,38.26628463650605,0.008961009955971301,-0.001327225315664883,1,0.165975113576728,0.1282234664449726,51.0,Shrub
2022-12-05 00:54:31.191299584,434525.1737230688,7770590.772652759,38.12167256019764,0.05170180599193169,38.26067831881495,0.009733572333047046,0.0010654500392164431,1,0.13900575861731568,0.08730395262538398,51.0,Shrub
2022-12-05 00:54:31.192714496,434524.18158298737,7770600.733595149,38.122067660542356,0.038319757493333745,38.26105105154282,0.009471507485590903,-0.00014117541631901263,1,0.13898339100046542,0.10066363350713167,51.0,Shrub
2022-12-05 00:54:31.194123520,434523.19691833714,7770610.680917468,38.137488816338525,0.042273467869443304,38.26816741708919,0.009268586813635132,0.0013573861597682263,1,0.13067860075066307,0.08840513288121976,51.0,Shrub
2022-12-05 00:54:31.195536384,434522.21830629394,7770620.643114569,38.13973687966133,0.042696234069164306,38.268007384361646,0.008941327614167126,-0.00219423898142411,1,0.12827050470031764,0.08557427063115333,51.0,Shrub
2022-12-05 00:54:31.196945664,434521.2395546804,7770630.591035271,38.14316107354206,0.042583463638603054,38.25592984586051,0.009128371924866851,-0.0008549210772683747,1,0.11276877231844651,0.07018530867984346,51.0,Shrub
2022-12-05 00:54:31.198354432,434520.28018929943,7770640.555080691,38.1366156823519,0.03700621880425006,38.26568643928967,0.008843959183342074,0.00255942132979149,1,0.12907075693776449,0.09206453813351442,51.0,Shrub
2022-12-05 00:54:31.199760896,434519.3599068513,7770650.508532285,38.14252218051756,0.037055407516888406,38.27342544830287,0.008392696730552526,-5.049557837214507e-05,1,0.13090326778531391,0.09384786026842551,51.0,Shrub
2022-12-05 00:54:31.201168896,434518.4470563956,7770660.47696499,38.142762684390675,0.046234648015060165,38.25075295228744,0.009499687064481855,-0.0029479510729611687,1,0.10799026789676702,0.06175561988170686,51.0,Shrub
2022-12-05 00:54:31.202574080,434517.54101261916,7770670.43178109,38.13662223218276,0.03477632626107337,38.23421007814768,0.010234894257672175,0.0016791723015007075,1,0.09758784596492376,0.06281151970385039,51.0,Shrub
2022-12-05 00:54:31.203982080,434516.6375602199,7770680.401138512,38.14691331121,0.03621819492870381,38.24313740509292,0.009949345889767805,0.002569158663408779,1,0.09622409388291686,0.06000589895421305,51.0,Shrub
2022-12-05 00:54:31.205386240,434515.7378879693,7770690.356594499,38.1435559550988,0.040758533207047296,38.245860250861945,0.009151660716193827,-0.0008960437137627809,1,0.10230429576314748,0.061545762556100184,51.0,Shrub
2022-12-05 00:54:31.206790912,434514.8380772961,7770700.326309921,38.131947423900925,0.0323904297846593,38.224524420018746,0.009272664812086622,-0.0028636028704449243,1,0.09257699611782044,0.06018656633316114,51.0,Shrub
2022-12-05 00:54:31.208192000,434513.93884471967,7770710.281712647,38.135813258248305,0.03394302898992822,38.22511128859824,0.00973631033601902,0.0034449576525718496,1,0.08929803034993711,0.055355001360008885,72.0,Herbaceous
2022-12-05 00:54:31.209596416,434513.03616754507,7770720.2511412585,38.13817158002796,0.03568541664402432,38.24482256033495,0.009504777311005975,0.0005836865959020632,1,0.10665098030699482,0.07096556366297051,72.0,Herbaceous
2022-12-05 00:54:31.210996992,434512.1313789542,7770730.20605234,38.146047896336,0.035013058822468676,38.25091918916223,0.00902662491038059,6.483430809926357e-05,1,0.10487129282623187,0.06985823400376319,72.0,Herbaceous
2022-12-05 00:54:31.212400128,434511.2208403366,7770740.174743858,38.15911006855696,0.0465581773736336,38.25392023829286,0.008760644635767902,-0.0004468677642932017,1,0.09481016973589362,0.04825199236226002,51.0,Shrub
2022-12-05 00:54:31.218005248,434507.5190591425,7770780.0152062755,38.186233823855595,0.8360748246419266,38.154338156645444,0.010273402477768343,0.002338876451538088,1,-0.03189566721015069,-0.8679704918520773,51.0,Shrub
2022-12-05 00:54:31.230628864,434498.59131111304,7770869.592188821,38.21921242614603,0.46677882320073977,38.15576089456097,0.010097937298792645,-0.0022977676373448844,1,-0.06345153158505923,-0.5302303547857989,51.0,Shrub
2022-12-05 00:54:31.267351296,434474.20706883405,7771128.52450069,38.61643400686523,0.025838484774654374,38.703006917307036,0.013538993355944056,0.022480813583725473,1,0.08657291044180937,0.06073442566715499,51.0,Shrub
2022-12-05 00:54:31.268758784,434473.3081419622,7771138.494250089,38.72202557993347,0.05864862121317117,38.803790877322804,0.011121721666792636,0.0007241698128207297,1,0.08176529738933169,0.02311667617616052,51.0,Shrub
2022-12-05 00:54:31.270163456,434472.4076800635,7771148.44961524,38.698111841797285,0.03974005173681194,38.77533562877563,0.010172805831919967,-0.0038426137123263805,1,0.07722378697834387,0.037483735241531924,51.0,Shrub
2022-12-05 00:54:31.271570944,434471.5021907656,7771158.418700341,38.668205692083184,0.027119465106541455,38.691883571022814,0.010805880562404207,-0.008696149119061617,1,0.023677878939629693,-0.003441586166911762,51.0,Shrub
2022-12-05 00:54:31.272973824,434470.59288277384,7771168.373235226,38.56793042820381,0.026868782310494627,38.60846593840904,0.01077496708124061,-0.0040462648561410955,1,0.04053551020523116,0.013666727894736535,51.0,Shrub
2022-12-05 00:54:31.274379776,434469.6768936007,7771178.34142578,38.454639668357316,0.011439022467171251,38.54300539786566,0.009781270784172947,-0.0063549237163141115,1,0.08836572950834665,0.0769267070411754,51.0,Shrub
2022-12-05 00:54:31.275784448,434468.75662127783,7771188.294926404,38.378559738887894,0.023463329391611453,38.47506097188826,0.008566486512929895,-0.005619707693006842,1,0.09650123300036739,0.07303790360875594,51.0,Shrub
2022-12-05 00:54:31.277191680,434467.8303362747,7771198.262045591,38.35142241689954,0.024143278384663278,38.40259823981046,0.00991371811586666,-0.006479659723208123,1,0.05117582291092049,0.02703254452625721,51.0,Shrub
2022-12-05 00:54:31.278592768,434466.89623258007,7771208.214191511,38.32015094488442,0.019659727378973483,38.34755268947841,0.009455662334836095,-0.003470798757709763,1,0.027401744593994692,0.0077420172150212095,51.0,Shrub
2022-12-05 00:54:31.280002816,434465.95149686123,7771218.179650677,38.225397192182314,0.01395439550466643,38.30645672912536,0.00869727431201023,-0.004411418977845077,1,0.08105953694304446,0.06710514143837804,51.0,Shrub
2022-12-05 00:54:31.281408512,434465.00174904696,7771228.130275305,38.209968904422624,0.00696196505516063,38.28203623716327,0.009631796174574103,0.0001642175790340304,1,0.07206733274064447,0.06510536768548385,51.0,Shrub
2022-12-05 00:54:31.282815744,434464.0446699622,7771238.094530239,38.21194858860178,0.018192263058557753,38.26740636378242,0.0098916233425637,-0.004030685226352142,1,0.05545777518064199,0.03726551212208423,51.0,Shrub
2022-12-05 00:54:31.284220672,434463.08350402967,7771248.044116965,38.19917730971638,0.01102005288762326,38.23834907912785,0.009956883735721107,-0.004568210389211626,1,0.039171769411467494,0.028151716523844232,51.0,Shrub
