time,x,y,lidar_height,lidar_snow_depth,is2_height,h_sigma,is2_slope,beam,residual,snow_depth_residual,land_cover_value,land_cover,lon,lat,geometry
2022-10-29 15:19:57.881003264,430994.84436448966,7770742.187339905,38.63775225300692,0.01297974413152174,38.08373634407393,0.06996673823451849,-0.01148655430969977,3,-0.5540159089329961,-0.5669956530645178,51.0,Shrub,-148.81099966315998,70.0344693208571,POINT (-148.81099966315998 70.0344693208571)
2022-10-29 15:19:57.919077632,430956.4729886277,7770474.994728249,38.74227217421449,0.05995479882780047,38.306862352758465,0.0636565770943002,-0.024855070568098058,3,-0.4354098214560267,-0.49536462028382716,51.0,Shrub,-148.81179771316272,70.03206433232947,POINT (-148.81179771316272 70.03206433232947)
2022-10-29 15:19:57.945778432,430929.5520536643,7770286.959945318,39.432076039383816,0.06021527865629119,38.937978475455814,0.06456678340841061,0.001749332697108903,3,-0.4940975639280012,-0.5543128425842924,51.0,Shrub,-148.812357059437,70.03037185947261,POINT (-148.812357059437 70.03037185947261)
2022-10-29 15:19:57.948602624,430926.7021170681,7770267.168627419,39.60574933776617,0.021823553091972255,39.05620472424308,0.06363543292376274,0.01815068421474841,3,-0.5495446135230893,-0.5713681666150615,51.0,Shrub,-148.8124163578116,70.03019371630279,POINT (-148.8124163578116 70.03019371630279)
2022-10-29 15:19:57.950016512,430925.2765092522,7770257.2652684115,39.701700528770786,0.06172364467443549,39.14672795487476,0.08078373200221768,0.0027206144145880953,3,-0.5549725738960234,-0.6166962185704589,51.0,Shrub,-148.81244601738968,70.03010457552597,POINT (-148.81244601738968 70.03010457552597)
2022-10-29 15:19:57.952840192,430922.4248032698,7770237.474947294,39.81701486680065,0.04797065666554111,39.310517531577545,0.05397095275979154,0.01639094825489903,3,-0.5064973352231021,-0.5544679918886433,51.0,Shrub,-148.8125053614434,70.02992644078566,POINT (-148.8125053614434 70.02992644078566)
2022-10-29 15:19:57.954251008,430920.9902482378,7770227.587263087,39.77307830781429,0.041729899258982704,39.22893650518033,0.07381156254178076,-0.03405940156616035,3,-0.5441418026339591,-0.5858717018929418,51.0,Shrub,-148.81253526711285,70.02983743809584,POINT (-148.81253526711285 70.02983743809584)
2022-10-29 15:19:57.959890688,430915.2728531636,7770188.006918307,39.79986104014388,0.08805896892867471,39.24391946177202,0.06300761006645891,-0.010803951578231058,3,-0.5559415783718578,-0.6440005473005325,51.0,Shrub,-148.8126543181188,70.02948116746612,POINT (-148.8126543181188 70.02948116746612)
2022-10-29 15:19:57.989372672,430885.6922855015,7769980.139343947,40.29563808459956,0.04633426877790397,39.818939042491166,0.041232223416538226,0.0036029101781644103,3,-0.4766990421083932,-0.5230333108862971,51.0,Shrub,-148.8132677898114,70.02761022718998,POINT (-148.8132677898114 70.02761022718998)
2022-10-29 15:19:57.990782720,430884.2886600562,7769970.248017546,40.356669237116066,0.03509744141565408,39.82525366373777,0.06527671016325792,-0.008351442032517514,3,-0.5314155733782968,-0.5665130147939509,51.0,Shrub,-148.8132968752224,70.02752119996345,POINT (-148.8132968752224 70.02752119996345)
